contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Rustoord,1916::SB1,,1260,1194,0,1,125,182,60,402,141,81,13,161,16,2,1,8,2,0,0,0,0
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Professor Casimirschool,1916::SB2,,1793,1553,1,1,145,224,53,613,112,107,13,249,24,3,0,4,2,0,2,0,2
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Het Anker,1916::SB3,,1052,1008,1,0,152,175,65,270,106,72,24,118,13,5,0,6,1,0,0,1,0
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Sint Maarten,1916::SB4,,1748,1457,3,8,183,160,108,487,199,80,11,184,20,1,0,7,14,1,0,1,1
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Wijkgebouw ""De Boot""",1916::SB5,,1778,1438,1,0,182,219,48,539,89,120,20,191,23,3,0,0,3,1,0,0,0
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum de Sonneruyter,1916::SB6,,1632,1341,0,0,173,222,45,479,91,110,18,177,12,5,0,3,1,1,0,2,2
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Agora,1916::SB7,,1722,1547,0,1,156,240,66,518,151,139,32,199,24,10,0,7,3,0,0,2,0
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Parachute,1916::SB8,,1657,973,1,1,56,166,90,219,176,108,22,98,19,12,0,2,3,0,1,0,1
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Parachute,1916::SB9,,1629,956,0,0,62,193,69,225,159,87,17,100,21,6,1,8,4,0,1,0,3
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum De Driesprong,1916::SB10,,1559,1445,3,3,127,242,88,430,195,98,19,199,27,5,0,5,4,0,0,0,6
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Maartenshal,1916::SB11,,1536,1331,2,7,147,213,84,392,164,95,25,166,25,2,1,6,10,0,0,0,1
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Corbulocollege,1916::SB12,,2004,1365,2,2,162,189,79,391,192,106,36,157,28,11,0,8,5,0,0,0,1
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Koningkerk,1916::SB13,,1858,1676,2,1,143,343,133,367,271,159,33,171,29,8,0,8,5,0,0,1,5
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum de Groene Loper,1916::SB14,,2414,1404,2,4,137,295,123,302,233,119,33,103,30,7,0,8,7,2,0,3,2
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Dijsselbloem,1916::SB15,,1120,897,0,3,110,200,88,152,171,55,15,78,17,1,0,7,2,0,1,0,0
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal Essesteijn,1916::SB16,,1380,1472,1,1,185,249,71,440,196,107,20,161,26,1,0,11,2,0,0,1,2
Leiden,Leidschendam-Voorburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal Essesteijn,1916::SB17,,1596,970,0,1,109,176,44,301,108,62,16,111,20,5,0,9,5,0,1,1,2
