contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cultureel Centrum Stroud,0273::SB1,,1204,1212,0,3,306,100,39,358,116,33,114,50,14,75,0,4,3,0,0,0,0,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Andreaskerk,0273::SB2,,975,565,0,1,128,36,18,151,82,14,43,33,4,52,0,3,1,0,0,0,0,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Nieuwe Kerk,0273::SB3,,908,660,0,4,169,69,37,102,81,16,76,15,6,85,1,2,1,0,0,0,0,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Aker,0273::SB4,,1210,1312,0,5,342,104,40,288,142,47,192,45,5,100,0,5,1,0,0,0,1,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Huinen,0273::SB5,,990,817,0,0,288,25,19,159,82,14,92,17,7,112,1,0,1,0,0,0,0,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Hoef,0273::SB6,,681,604,0,0,254,23,6,85,43,10,75,13,5,89,0,0,0,0,0,1,0,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Stenenkamer,0273::SB7,,690,574,0,0,219,7,6,81,46,4,77,6,4,121,0,2,0,0,0,1,0,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Schovenhorst,0273::SB8,,891,596,0,0,90,62,31,179,103,24,50,22,7,22,1,3,1,0,1,0,0,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Veenhuizerveld,0273::SB9,,691,568,0,1,111,28,22,128,113,12,48,16,5,78,0,6,1,0,0,0,0,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau van Damschool,0273::SB10,,977,837,0,0,182,104,43,119,140,28,104,24,9,74,0,5,3,0,0,0,2,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Jeugdlokaal De Korenschoof,0273::SB11,,1004,868,1,0,206,65,34,136,127,27,164,24,3,77,0,2,2,0,0,0,1,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis De Schauw,0273::SB12,,1031,863,0,1,266,95,33,122,99,28,102,27,6,76,0,3,2,0,0,3,0,1
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Wegwijzer,0273::SB13,,1010,857,1,1,197,100,46,165,116,22,111,19,7,64,0,5,2,1,0,1,0,1
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School op 't Veld,0273::SB14,,964,704,1,1,156,88,53,92,117,33,84,19,5,47,0,8,1,0,0,0,0,1
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Orion-centrum,0273::SB15,,963,758,2,1,181,67,50,109,86,28,144,24,6,45,0,11,4,1,0,0,2,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Pelikaan,0273::SB16,,1106,883,0,0,222,90,61,167,132,30,100,29,7,34,0,7,0,0,0,3,1,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Schuilplaats,0273::SB17,,1302,1127,1,1,293,62,65,262,121,28,174,34,7,72,0,5,2,0,0,0,2,0
Arnhem,Putten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkgebouw De Arendshof,0273::SB18,,1116,796,0,0,199,40,35,179,89,22,139,35,5,48,0,3,1,0,0,0,1,0
