contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ons Dorpshuis,0703::SB1,,1013,848,1,1,130,106,45,107,83,15,31,23,9,289,0,8,1,0,0,1
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Geref. Gemeente,0703::SB2,,1040,990,0,1,116,90,45,132,73,37,32,15,5,442,0,2,0,0,1,0
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis ""Kaj Munk""",0703::SB3,,1298,986,2,2,125,223,117,160,251,21,14,33,19,6,2,10,5,0,0,0
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis ""Waarde""",0703::SB4,,880,751,1,2,133,37,27,68,56,10,40,7,8,360,1,3,0,0,1,0
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Kerkelijk centrum ""De Haven""",0703::SB5,,1210,1248,1,1,192,88,68,198,214,21,79,19,8,343,0,13,2,0,1,2
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Geref. Gemeente,0703::SB7,,1210,1006,0,1,186,46,36,114,133,11,45,18,3,408,0,5,0,0,0,1
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis ""De Meiboom""",0703::SB8,,1057,920,1,0,157,52,40,79,101,11,63,10,7,391,0,7,2,0,0,0
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""Ter Weel""",0703::SB9,,1029,1080,0,2,198,94,41,59,112,16,74,9,4,466,0,3,3,0,0,1
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis ""Luctor et Emergo""",0703::SB10,,1268,986,0,2,136,137,112,185,202,37,37,29,7,95,0,7,1,0,0,1
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Seniorencomplex ""Oostkilhoek""",0703::SB11,,953,704,0,3,96,102,96,122,114,32,25,23,4,84,0,5,0,0,1,0
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Camping ""Zon en Zee""",0703::SB12,,1155,626,0,1,86,57,48,92,124,8,18,16,8,163,0,5,1,0,0,0
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""Moerzicht""",0703::SB13,,1127,973,3,1,196,96,56,140,154,12,47,9,2,255,0,6,0,0,0,0
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Bridgeclub Reimerswaal,0703::SB14,,1057,655,4,2,105,103,56,104,74,14,25,17,12,143,0,1,0,0,1,0
Middelburg,Reimerswaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ver. Gebouw Gereformeerde Kerk,0703::SB15,,1017,658,0,1,148,27,26,46,63,9,37,7,7,279,0,6,1,0,0,2
