contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Gasthuis,0664::SB1,,1438,1253,2,0,229,255,122,218,127,79,44,99,21,51,0,3,2,0,1,2
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Ter Valcke,0664::SB2,,1351,1076,3,2,210,216,81,152,81,54,46,61,11,150,0,7,5,0,1,1
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkgebouw de Hoeksteen,0664::SB3,,1199,1033,0,1,173,143,55,229,59,67,115,75,7,102,0,2,4,0,1,1
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Randhof,0664::SB4,,1344,1017,0,2,178,217,101,118,115,67,40,54,31,91,0,1,1,0,1,2
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadskantoor,0664::SB5,,1283,1378,2,3,187,269,147,287,175,108,38,91,22,43,1,3,1,0,3,3
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrtum de Westkant,0664::SB6,,1317,848,0,0,112,179,99,129,138,55,31,45,15,39,0,4,0,0,2,0
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kantine Openbare Ruimte,0664::SB7,,1801,742,4,0,79,185,117,78,142,36,19,39,7,30,1,5,2,1,1,0
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wooncentrum Erasmusflat,0664::SB8,,1472,1198,4,2,159,248,163,132,186,74,72,71,21,54,2,9,4,0,0,3
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum de Spinne,0664::SB9,,1687,1296,0,4,135,304,205,137,193,115,63,74,19,39,0,3,6,0,0,3
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum De Pit,0664::SB10,,1371,1123,4,0,216,295,139,107,137,52,49,47,17,49,0,10,2,0,2,1
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Ter Weel,0664::SB11,,1354,993,0,0,209,228,103,121,120,61,41,36,16,50,0,4,2,0,1,1
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brede School De Symfonie,0664::SB12,,1154,872,0,1,133,161,88,223,99,48,28,53,11,21,0,5,0,0,0,2
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Seniorensociëteit De Legerdiek,0664::SB13,,1234,616,0,2,86,123,57,136,69,65,15,33,10,17,0,1,4,0,0,0
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Serviceflat De Horst,0664::SB14,,1165,757,0,1,138,96,44,114,56,33,32,31,9,203,0,1,0,0,0,0
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Emergis,0664::SB15,,1272,1038,2,0,201,186,89,193,83,72,69,80,9,44,0,8,3,0,0,1
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Amicitia,0664::SB16,,1323,1156,1,1,223,191,123,231,113,72,33,45,18,89,0,7,9,0,1,1
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis het Wilhelminahuis,0664::SB17,,1392,1151,1,0,189,133,59,428,109,45,45,73,11,48,0,6,4,0,1,0
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis het Blokhuis,0664::SB18,,423,352,0,0,53,66,35,62,40,22,18,23,12,11,0,4,4,0,0,2
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis de Griffioen,0664::SB19,,1736,1370,0,0,296,184,135,221,187,66,49,53,25,145,0,7,1,0,0,1
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Heer Hendrikhuis,0664::SB20,,895,752,0,1,168,104,68,130,72,46,31,46,12,62,0,11,2,0,0,0
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Poelwijck,0664::SB21,,1325,952,0,0,191,165,88,177,123,69,32,58,5,31,0,10,3,0,0,0
Middelburg,Goes,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Serviceflat de Schakel,0664::SB22,,1116,740,2,1,151,141,57,152,84,46,30,43,7,22,0,5,2,0,0,0
