contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0274::SB1,,1701,1933,1,1,202,471,157,435,135,221,34,224,32,3,2,1,11,0,0,3,2,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Openbare Basisschool ""De Marlijn""",0274::SB2,,1957,1520,0,3,155,317,103,413,107,157,38,192,14,6,1,6,6,0,0,0,5,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verpleeghuis 'De Molenberg',0274::SB3,,1819,1492,3,1,199,336,110,348,102,145,38,164,23,9,0,3,7,3,2,0,3,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Verzorgingshuis ""Overdal""",0274::SB4,,1583,1228,2,2,154,295,109,267,102,127,20,118,22,4,0,7,1,0,0,0,2,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Parkflat ""De Valkenburcht""",0274::SB5,,1626,1082,1,2,142,186,46,397,67,49,14,146,23,2,0,3,5,0,0,0,2,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ontmoetingskerk,0274::SB6,,1513,1162,0,3,117,258,151,249,125,100,21,97,25,11,0,1,7,0,0,0,0,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau MFC  ""Poort van Doorwerth""",0274::SB7,,1709,1614,1,1,199,297,113,487,170,110,29,158,26,3,0,8,10,0,1,1,1,1
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal Doorwerth,0274::SB8,,1414,895,2,0,94,143,65,287,74,81,16,113,13,2,0,2,5,0,0,0,0,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau  ""Het Schild""",0274::SB9,,1463,1039,1,5,148,211,68,249,85,107,27,107,16,2,2,8,6,0,0,1,0,2
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Serviceflat ""De Koningshof""",0274::SB10,,1733,1354,0,4,243,219,59,389,105,117,33,150,19,7,0,4,7,0,2,0,0,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Buurtcentrum ""De Hucht""",0274::SB11,,2147,1468,1,2,211,405,159,204,222,101,29,111,10,9,0,2,1,0,0,1,3,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Cultureel Centrum ""De Rijnkom""",0274::SB12,,1861,1540,0,6,206,334,155,289,193,124,37,148,24,12,0,3,10,0,0,2,3,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau voormalige Ursulaschool,0274::SB13,,2100,1303,0,3,192,260,115,271,198,106,30,105,12,4,0,5,3,1,0,0,1,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openbare Bibliotheek,0274::SB14,,2169,1816,2,2,256,383,170,297,283,141,37,179,30,17,0,8,11,0,0,1,3,0
Arnhem,Renkum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mobiel stembureau,0274::SB15,,0,304,1,0,145,61,13,26,18,9,8,10,10,0,0,2,2,0,0,0,0,0
