contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis Jagtlust,0310::SB1,,1284,1173,5,0,109,244,98,307,114,125,26,123,13,2,0,6,4,0,0,0,2
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brandweerkazerne,0310::SB2,,1232,1127,1,3,92,217,101,246,167,115,24,124,13,17,0,5,4,0,1,0,1
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis d'Amandelboom,0310::SB3,,781,635,1,0,69,82,22,158,17,59,87,90,13,30,0,0,7,0,1,0,0
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis De Koperwiek,0310::SB4,,1383,1388,1,1,217,190,60,471,119,103,29,156,16,9,0,2,8,1,0,5,2
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dr.W. v. Everdingenschool,0310::SB5,,1325,952,2,0,105,151,71,301,83,71,23,109,15,12,0,2,8,0,0,1,0
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau VvSo WVT,0310::SB6,,1223,824,0,0,52,202,101,150,131,78,17,61,25,1,0,2,2,0,0,2,0
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool de Poolster,0310::SB7,,1326,1018,2,3,93,240,114,163,143,103,24,99,19,11,0,6,3,0,0,0,0
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau de Opstandingskerk,0310::SB8,,1378,1169,0,3,126,226,98,241,149,141,39,112,21,7,0,3,4,0,0,1,1
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau HF Witte Centrum (Oostbroek),0310::SB9,,1462,1195,0,1,181,229,93,260,143,98,36,124,11,6,1,7,6,0,0,0,0
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Weltevreden,0310::SB10,,1252,925,2,2,117,218,77,161,86,110,22,107,6,13,0,4,3,0,0,1,0
Utrecht,De Bilt,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw van het Rode Kruis,0310::SB11,,1775,1357,1,0,174,247,120,273,174,130,51,139,17,16,0,7,5,0,1,1,2
