contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.01:Trouwzl. gemeentehuis Rheden,0275::SB1,,999,925,0,0,122,156,77,219,98,92,21,107,20,3,0,4,5,0,0,0,1,0
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.02:Woonzorgcompl. Nw-Schoonoord,0275::SB2,,965,972,1,2,155,154,35,353,53,72,11,116,15,0,0,1,5,1,0,1,0,0
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.03:Verzorgingshuis De Biesdel,0275::SB3,,1022,868,1,4,118,104,23,345,48,54,20,142,9,3,0,1,1,0,0,0,0,0
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.04:Parkstaete Zalencentrum Vof,0275::SB4,,1131,1002,1,1,133,199,61,306,57,97,23,98,22,2,0,1,2,0,0,0,1,0
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.05:PC Basisschool De Arnhorst,0275::SB5,,1309,1095,0,3,108,214,81,301,64,121,31,142,21,7,0,2,2,0,0,0,1,0
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.06:RK Basisschool Fredericus,0275::SB6,,1199,1087,0,1,128,202,93,277,125,91,23,117,16,4,0,3,5,0,0,2,1,0
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.07: Woonzorgcentrum Oosterwolde,0275::SB7,,1050,827,1,3,134,176,90,171,76,78,17,64,12,3,2,2,1,0,0,1,0,0
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.08:Wooncomplex Broeckerhave,0275::SB8,,1558,1109,2,4,139,254,129,214,138,80,17,101,21,1,0,7,5,1,0,1,1,0
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.09:Voorm.Van Voorthuijsenschool,0275::SB9,,1754,1142,0,2,78,277,157,166,148,148,30,84,39,4,0,3,3,1,0,1,3,0
Arnhem,Rheden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau stb.10:Verzorgingshuis H.A. Lorentz,0275::SB10,,1385,903,0,1,85,251,136,98,214,40,13,39,15,0,0,7,2,1,0,1,1,0
