contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0457::SB1,,1290,1403,0,1,145,272,105,356,128,163,19,166,29,4,0,11,4,0,0,1
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Papelaan 99,0457::SB2,,1340,1139,2,8,82,301,114,218,168,109,14,94,20,0,0,10,4,1,1,3
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Chr. Basisschool Jan Woudsma,0457::SB3,,1613,994,0,1,88,230,116,238,156,71,10,57,8,0,4,11,3,0,0,2
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Vechtstede college,0457::SB4,,1729,1408,0,8,147,360,117,300,188,107,19,132,19,4,0,9,3,0,1,2
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Chr. Basisschool Kors Breijer,0457::SB5,,1584,766,2,8,51,237,90,135,113,48,17,54,9,3,0,8,0,0,0,1
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Oversingel,0457::SB6,,1118,884,0,1,106,186,105,175,105,88,10,78,14,6,0,5,3,1,1,1
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openb. Basisschool De Hobbedob,0457::SB7,,1487,824,1,1,74,208,93,175,141,60,8,48,8,0,0,7,2,0,0,0
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal Aetsveld,0457::SB8,,1480,1472,3,2,131,268,164,390,209,110,20,129,13,12,0,13,7,1,5,0
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Enter Weesp,0457::SB9,,1250,1037,0,1,133,209,66,280,149,72,13,89,13,1,0,11,1,0,0,0
Haarlem,Weesp,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Volvo Garage,0457::SB10,,687,497,1,1,42,89,29,159,43,52,5,63,5,1,0,4,1,0,2,2
