contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,1651::SB1,,854,992,1,2,167,333,101,121,101,40,69,34,12,7,0,4,1,0,1,1,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau St. Vincentiusgebouw,1651::SB2,,1182,582,0,0,110,166,71,55,68,29,60,15,5,3,0,0,0,0,0,0,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ability,1651::SB3,,1165,825,0,0,132,278,116,88,93,32,50,15,7,8,0,4,1,0,0,1,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Hunsingoheerd,1651::SB4,,1260,987,3,3,169,307,105,142,101,52,77,20,6,4,0,1,3,0,0,0,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bommelhoes,1651::SB5,,873,655,1,0,196,86,55,62,70,20,127,9,7,21,0,1,1,0,0,0,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal Scherphorn,1651::SB6,,965,728,1,1,168,122,67,75,77,23,158,14,14,5,0,1,0,0,0,4,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis De Mieden,1651::SB7,,857,642,0,3,151,102,54,102,73,32,79,24,11,9,0,5,0,0,0,0,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Roodeschool,1651::SB8,,884,673,0,2,149,100,78,53,75,24,153,14,3,18,0,3,1,0,1,1,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Oudeschip,1651::SB9,,266,187,0,0,33,31,25,34,21,21,6,3,8,2,0,0,3,0,0,0,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Klokhoes,1651::SB10,,554,449,1,1,48,127,54,74,55,32,29,12,12,1,0,2,1,0,1,0,1
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Schienvat,1651::SB11,,758,635,1,0,63,169,54,75,41,61,113,25,13,13,0,5,0,0,0,3,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpscentrum,1651::SB12,,1167,912,1,0,36,365,109,129,119,63,25,37,14,7,1,1,3,0,1,2,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Warfheem,1651::SB13,,939,966,1,0,123,311,115,94,100,98,45,40,24,2,0,2,8,0,2,2,0
Groningen,Eemsmond,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Op Roakeldaisgebouw,1651::SB14,,919,509,1,0,54,154,59,85,46,60,18,15,12,1,0,1,2,0,2,0,0
