contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0363::SB1,,1062,2056,3,3,35,784,153,308,86,349,4,290,28,2,1,4,3,0,1,6,2
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Universiteitsbibliotheek Amsterdam,0363::SB3,,1041,1458,2,1,38,346,55,411,23,230,9,308,32,1,0,0,3,1,0,1,0
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Leger des Heils,0363::SB4,,1429,887,1,3,21,232,48,192,43,145,22,161,16,1,0,2,1,0,0,3,0
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Witte Olifant,0363::SB6,,1279,1337,3,2,19,466,105,175,65,263,6,203,27,0,1,3,3,0,0,1,0
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gymlokaal,0363::SB8,,1071,782,0,1,9,287,60,94,35,144,4,123,14,0,0,3,2,1,1,4,1
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gymlokaal,0363::SB9,,1040,741,2,1,6,277,45,98,27,150,4,113,16,0,1,0,2,0,0,0,2
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Burghtschool,0363::SB10,,1386,1253,0,2,32,329,51,351,33,166,4,254,25,0,0,0,5,0,1,2,0
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Theo Thijssenschool,0363::SB12,,1186,1087,1,4,13,373,105,144,56,203,6,143,36,0,0,0,5,1,1,1,0
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Korfbalvereniging Swift,0363::SB14,,1285,906,2,0,17,309,44,167,33,156,5,156,16,0,0,1,0,0,1,1,0
Amsterdam,Amsterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dependance Theo Thijssen,0363::SB15,,1307,1019,0,0,16,313,66,173,96,160,1,156,26,0,0,7,2,0,0,2,1
