contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Schouwburg De Kampanje,0400::SB1,,1683,1384,1,3,121,258,165,275,269,112,52,89,24,5,0,9,3,0,0,0,2,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Schouwburg De Kampanje,0400::SB2,,1476,981,0,1,93,180,111,196,230,69,25,44,18,2,0,9,2,0,1,0,1,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Buurthuis Centrum,0400::SB3,,1240,812,3,0,59,152,78,142,242,45,15,37,12,2,0,21,4,0,0,0,3,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis 't Kraaienest,0400::SB4,,2090,1351,0,3,112,271,146,261,307,86,39,68,32,2,0,22,3,0,0,0,2,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woon/zorgcentrum 'Ten Anker',0400::SB5,,1851,1494,0,2,188,301,141,376,226,86,62,72,23,4,0,10,0,0,0,1,0,4
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis 'ELTO',0400::SB6,,2504,1444,2,3,136,280,188,228,374,66,52,43,35,19,0,15,2,0,0,3,2,1
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Avalon/Stichting de Wering,0400::SB7,,1760,1006,1,0,69,165,97,200,328,45,27,29,16,12,0,15,0,0,0,1,0,2
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis 'De Overzet',0400::SB8,,1426,993,0,0,120,163,148,159,209,50,50,41,15,18,0,18,2,0,0,0,0,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis 'Huisduinen',0400::SB9,,404,345,1,0,30,65,16,122,37,21,7,31,10,0,0,3,3,0,0,0,0,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Prof. Dr. S. Greijdanusschool,0400::SB10,,1422,819,0,3,66,155,88,180,158,57,38,35,7,17,0,9,2,0,0,2,5,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau ATV Texelstroom,0400::SB11,,1052,746,3,0,88,165,87,125,143,38,35,37,12,6,1,8,1,0,0,0,0,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Meerwerf Basisschool 't Tuselant,0400::SB12,,1465,899,0,5,67,196,107,145,234,48,22,43,17,4,0,6,1,0,0,4,2,3
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woon- en Zorgcentrum Huis ter Duin,0400::SB13,,1460,1112,0,0,169,219,87,229,200,62,36,66,16,9,0,11,1,0,0,3,3,1
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Woon- en Zorgcentrum ""De Lichtboei""",0400::SB14,,1900,1093,2,6,112,296,126,136,247,63,34,39,19,2,0,12,1,0,0,0,5,1
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Buurthuis ""Zuid-Ooster""",0400::SB15,,2265,1402,0,1,122,253,132,329,310,72,70,68,15,5,1,16,6,0,0,0,3,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Tennispark sporthal de Brug,0400::SB16,,1388,930,0,1,78,104,80,305,215,33,15,61,8,12,0,17,0,0,1,0,1,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dienstencentrum de Schooten,0400::SB17,,1324,870,0,1,104,188,62,174,222,37,20,37,11,2,0,11,1,0,0,0,1,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dienstencentrum de Schooten,0400::SB18,,1352,861,0,1,104,210,85,151,185,41,25,34,15,0,0,9,1,0,0,0,1,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 'De Boerderij',0400::SB19,,1829,1394,2,4,139,269,139,276,328,81,46,62,22,1,0,27,1,0,0,2,0,1
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Vredeskerk,0400::SB20,,2085,1603,2,0,205,305,113,395,339,76,36,80,16,5,0,20,11,1,0,1,0,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Woon- en Zorgcentrum ""Buitenveld""",0400::SB21,,1301,1017,1,3,183,150,80,275,166,50,28,44,9,5,0,18,4,0,4,1,0,0
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw 't  Zwanenest,0400::SB22,,1753,1227,0,1,92,191,147,258,311,77,29,77,25,2,0,12,2,1,0,1,1,1
Den Helder,Den Helder,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gymlokaal OBS Vogelwei,0400::SB23,,2209,1772,0,4,161,259,137,527,325,107,57,122,27,4,0,34,9,0,0,0,3,0
