contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentekantoor Oostendorp,0230::SB1,,1584,1310,0,1,365,91,41,211,118,27,268,29,1,151,0,4,2,0,0,0,2,0
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Nieuwe Feithenhof,0230::SB2,,1936,1570,0,2,401,140,84,270,184,48,230,50,7,144,0,9,3,0,0,0,0,0
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Huiken,0230::SB3,,1727,1393,0,0,368,145,98,218,180,45,209,40,4,80,0,2,3,0,0,0,1,0
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool  De Vrijheid,0230::SB4,,1701,1298,1,2,243,143,124,188,200,49,227,38,10,73,0,2,1,0,0,0,0,0
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Borchsteeschool,0230::SB5,,1800,1464,2,2,374,145,91,246,171,30,270,39,7,82,0,2,1,0,0,1,1,4
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Deel,0230::SB6,,1807,1604,3,2,310,65,46,120,146,17,254,11,5,620,2,7,0,0,0,1,0,0
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ons Huus,0230::SB7,,1516,986,0,0,152,39,26,120,106,16,174,20,7,317,2,3,2,0,0,0,0,2
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Maranathakerk,0230::SB8,,1631,1042,1,3,187,132,61,175,137,23,202,25,9,80,1,8,1,0,0,0,0,1
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mariposa,0230::SB9,,1612,1475,0,2,331,156,81,272,153,43,251,54,18,109,0,4,1,0,0,1,0,1
Arnhem,Elburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau M.F.C. Aperloo,0230::SB10,,1330,1237,0,0,262,133,69,198,177,33,188,44,7,113,0,6,1,0,0,0,0,6
