contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis Hasselt,1896::SB1,,1543,1060,0,4,196,147,65,154,90,46,248,34,7,67,0,1,4,0,0,0,1
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Hazelaar Hasselt,1896::SB2,,1418,1094,0,0,271,179,83,93,110,33,225,22,9,61,0,7,1,0,0,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Baak Hasselt,1896::SB3,,986,951,0,0,179,138,70,101,85,24,274,32,3,43,0,2,0,0,0,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis Hasselt eerder Tennisclub,1896::SB4,,1184,765,0,0,150,123,49,119,69,24,157,17,5,46,0,4,1,0,0,1,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Voormalig Gemeentehuis Genemuiden,1896::SB5,,1400,1166,0,1,220,105,57,136,127,9,130,18,1,358,1,2,0,0,1,0,1
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Schakel Genemuiden,1896::SB6,,2077,1118,0,0,192,89,41,104,105,1,182,12,3,386,1,0,0,0,0,1,1
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Driester Kamperzeedijk,1896::SB7,,567,456,0,0,157,9,8,30,15,3,92,7,1,129,0,3,1,0,1,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Meente Genemuiden,1896::SB8,,1735,1227,0,3,255,115,30,56,104,9,216,13,3,422,0,4,0,0,0,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Eben Haëzerschool Genemuiden,1896::SB9,,1195,1027,0,0,178,65,21,95,80,7,166,7,0,404,1,3,0,0,0,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Arembergschool Zwartsluis,1896::SB10,,1262,977,0,0,241,154,61,208,92,28,107,49,12,18,0,6,1,0,0,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Schans Zwartsluis,1896::SB11,,1087,863,0,1,266,145,94,108,84,27,95,15,6,18,0,5,0,0,0,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hotel Zwartewater Zwartsluis,1896::SB12,,1199,916,0,0,234,137,102,128,109,34,106,26,5,31,0,3,1,0,0,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mobiel bureau 1 Hasselt gemeentehuis,1896::SB13,,0,392,1,3,83,61,29,64,35,11,62,21,1,20,0,2,3,0,0,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mobiel bureau 2 Genemuiden De Schakel,1896::SB14,,0,395,0,0,80,24,11,29,45,5,48,0,0,152,0,1,0,0,0,0,0
Zwolle,Zwartewaterland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mobiel bureau 3 Genemuiden De Meente,1896::SB15,,0,358,1,0,44,39,19,22,43,5,63,5,1,115,0,0,0,0,0,0,2
