contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0080::SB1,,1393,1527,2,1,100,490,148,286,108,176,26,151,23,1,0,2,5,4,3,4,0
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkzorgcentrum Het Nieuwe Hoek,0080::SB2,,1526,1049,1,3,89,250,136,189,86,138,34,83,29,1,0,0,2,1,5,4,2
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dominicuskerk,0080::SB3,,1274,1141,0,1,123,304,122,192,77,143,44,108,14,2,0,1,3,0,5,2,1
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkgebouw De Toekomst,0080::SB4,,1396,1298,3,1,164,382,117,215,97,130,48,122,11,3,0,1,3,1,3,0,1
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Pelikaankerk,0080::SB5,,1542,1422,1,3,155,393,178,211,120,141,68,118,24,6,0,1,5,0,0,2,0
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau M.f.c. Westenkwartier,0080::SB6,,1513,918,0,2,74,271,140,113,128,77,29,52,22,2,1,3,2,0,3,1,0
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkzorgcentrum de Hofwijck,0080::SB7,,2405,625,1,1,93,180,57,90,45,63,21,47,20,4,0,0,2,0,1,2,0
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau M.f.c. Tylkedam,0080::SB8,,1241,705,1,2,81,212,102,68,110,49,29,37,9,1,0,2,0,0,0,4,1
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkgebouw Bilgaard,0080::SB9,,1198,1103,2,4,93,448,158,84,136,77,39,33,17,4,0,7,6,0,0,1,0
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Adventkerk,0080::SB10,,1308,840,0,0,92,312,86,87,76,87,41,45,8,3,0,1,2,0,0,0,0
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau M.f.c. Westeinde,0080::SB11,,1730,1787,2,2,220,576,240,244,171,108,97,96,22,5,0,8,0,0,0,0,0
Leeuwarden,Leeuwarden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkzorgcentrum Swettehiem,0080::SB12,,1368,672,1,0,120,210,75,69,77,39,32,28,9,5,0,3,4,0,1,0,0
