contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verpleegtehuis Oudtburgh,0373::SB1,,1616,1193,0,1,126,239,89,334,112,141,6,110,18,0,1,7,10,0,0,0,0,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Frankenstate,0373::SB2,,1691,1445,0,2,127,188,28,700,84,100,4,159,41,2,0,3,7,0,1,0,1,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau voormalig gemeentehuis Bergen,0373::SB3,,1661,1574,0,0,163,235,66,567,126,149,15,196,30,1,0,6,11,0,6,0,3,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Huize Mirembe,0373::SB4,,1708,1506,1,1,182,300,99,392,120,184,11,159,33,2,0,0,18,0,1,3,2,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau T&O buurthuis,0373::SB5,,1514,1122,0,1,105,261,90,227,144,144,4,88,35,0,1,6,13,0,1,2,1,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum De Marke,0373::SB6,,1645,1387,2,0,173,329,100,323,149,143,14,123,21,0,1,3,5,0,1,1,1,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hotel Victoria,0373::SB7,,333,346,0,0,40,56,12,131,27,30,1,32,12,0,0,1,3,0,0,1,0,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau S.C.C. de Oorsprong,0373::SB8,,1177,1186,4,3,128,227,88,330,142,100,4,108,33,0,0,9,12,1,0,1,2,1
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpscentrum De Blinkerd,0373::SB9,,1063,929,0,1,159,155,62,263,91,98,4,70,19,0,0,7,0,0,0,1,0,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Groeterschool,0373::SB10,,1554,1152,0,0,136,257,119,258,154,109,9,70,20,4,0,8,6,0,0,2,0,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Sanderij,0373::SB11,,1300,981,1,0,128,200,60,248,109,108,5,81,16,0,0,10,12,1,0,2,0,1
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonzorgcombinatie Heegemunde,0373::SB12,,1047,838,3,0,160,121,82,188,174,46,5,42,13,0,0,5,2,0,0,0,0,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Schulp,0373::SB13,,1102,870,0,0,129,127,83,197,173,73,7,50,22,0,0,4,5,0,0,0,0,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Boswaidschool,0373::SB14,,1526,1184,0,0,169,167,92,305,197,102,8,82,30,2,2,15,10,1,0,1,1,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Hanswijk,0373::SB15,,1318,1134,1,2,213,158,85,303,160,78,5,86,26,0,0,10,9,0,0,1,0,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau O.K. Verenigingsgebouw,0373::SB16,,1355,1209,1,4,119,247,85,326,240,77,6,73,20,0,1,6,7,0,1,1,0,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Agnes,0373::SB17,,1384,899,0,3,93,154,70,255,208,51,4,36,13,1,0,9,3,0,0,1,1,0
Den Helder,Bergen (NH),TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Prins Hendrik Stichting,0373::SB18,,1364,1109,0,2,97,269,90,206,257,90,9,47,21,0,1,14,5,0,1,0,2,0
