contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_1 Gemeentehuis, Kerkdriel",0263::SB1,,1797,1769,2,2,274,166,191,468,502,42,6,85,17,2,0,13,1,0,0,1,1
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_2 De Leyenstein, Kerkdriel",0263::SB2,,1858,1317,2,2,239,166,144,262,391,38,4,39,15,1,0,13,4,0,0,0,1
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_4 De Boxhof, Velddriel",0263::SB3,,1459,1150,3,2,257,67,69,312,353,36,2,27,9,5,0,7,4,0,0,0,2
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_5 De Drie Linden, Alem",0263::SB4,,492,424,2,0,114,34,66,74,85,12,2,23,5,3,0,5,1,0,0,0,0
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_7 Gelre's End, Hedel",0263::SB5,,1805,1429,0,1,271,164,125,321,290,53,38,50,18,78,0,18,3,0,0,0,0
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_8 Rehoboth, Hedel",0263::SB6,,1701,1376,0,1,235,149,158,291,247,45,47,84,19,85,0,10,3,0,0,1,2
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_9 De Vrijheid, Heerewaarden",0263::SB7,,1056,766,0,0,49,170,73,176,201,34,9,44,2,0,0,4,3,0,0,0,1
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_11 De Lindeboom, Ammerzoden",0263::SB8,,1394,1020,0,0,166,154,128,191,255,45,4,46,10,8,0,7,5,0,0,1,0
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_12 De Weesboom, Ammerzoden",0263::SB9,,1301,1053,0,0,270,91,80,316,195,31,2,53,6,0,0,8,1,0,0,0,0
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_13 Ons Huis, Well",0263::SB10,,738,651,1,0,169,93,49,131,72,23,38,26,5,42,0,1,2,0,0,0,0
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_15 De Kil, Hurwenen",0263::SB11,,861,657,0,0,102,93,62,165,132,38,8,37,7,3,0,5,5,0,0,0,0
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_16 De Vaste Burcht, Rossum",0263::SB12,,1758,1438,0,1,234,228,122,340,293,80,18,76,20,5,1,11,6,0,0,1,3
,Maasdriel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stembureau_18 De Kreek, Kerkdriel",0263::SB13,,1771,1143,0,0,173,87,94,289,398,26,7,48,5,0,0,5,9,0,0,1,1
