contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis te Elst,1734::SB1,,1466,1502,0,6,250,291,178,323,200,86,21,121,20,8,0,3,1,0,0,0,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sportcentrum de Helster,1734::SB2,,1488,1246,2,5,278,225,145,227,172,74,14,80,16,2,0,4,5,0,0,2,2,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Overbetuwe College,1734::SB3,,1602,808,0,1,112,184,135,95,166,41,5,44,11,7,0,7,1,0,0,0,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ontmoetingsruimte 1 Kruisakkers,1734::SB4,,1386,1106,0,0,118,225,126,225,144,100,32,116,12,0,0,1,6,1,0,0,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingscentrum Tertzio,1734::SB5,,1352,1019,1,0,251,168,77,269,63,57,13,100,15,1,0,4,0,0,0,0,1,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Brede School ""de Kersentuin""",1734::SB6,,1983,1520,2,0,164,266,184,413,169,122,19,155,10,1,0,7,4,0,0,2,2,2
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openbare Bibliotheek,1734::SB7,,1570,1272,0,0,203,231,145,295,155,87,11,123,10,4,0,4,0,1,0,3,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Westeraam,1734::SB8,,1622,936,0,0,114,182,93,255,111,59,9,99,5,2,0,3,2,0,0,1,1,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum Liefkenshoek, Heteren",1734::SB9,,1230,1173,0,4,202,215,118,212,198,59,52,69,12,22,0,9,2,0,0,1,2,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zalencentrum De Bongerd,1734::SB10,,1178,1121,1,0,187,176,69,305,166,45,48,90,7,15,0,9,3,0,0,1,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Meander,1734::SB11,,862,595,0,2,132,103,74,84,131,25,7,26,4,0,0,6,2,0,0,1,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Cunerahof, Driel",1734::SB12,,1898,1429,1,0,242,270,151,263,291,67,21,89,22,1,1,3,6,0,0,0,2,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Randwijks Hof,1734::SB13,,1048,867,0,0,148,96,60,150,94,75,104,35,9,89,0,5,1,1,0,0,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis te Andelst,1734::SB14,,1089,924,0,0,188,118,56,242,153,36,30,46,16,31,0,5,2,0,0,0,0,1
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum De Hoge Hof, Herveld",1734::SB15,,1253,946,0,1,244,129,76,153,165,35,29,60,9,32,0,7,5,0,1,1,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Oosterhout,1734::SB16,,1821,1320,1,4,236,188,145,331,197,85,19,90,11,8,0,6,3,0,0,1,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Valburg,1734::SB17,,1396,1093,0,3,226,126,80,314,156,70,16,76,3,21,0,3,1,0,0,1,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau b.s. Dr Lammerts van Buerenschool,1734::SB18,,1293,792,0,1,120,151,66,162,83,51,43,60,8,43,0,3,1,0,1,0,0,0
Arnhem,Overbetuwe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Wanmolen, Zetten",1734::SB19,,1224,1505,1,2,222,237,125,319,229,98,68,131,13,53,0,5,0,1,0,2,2,0
