contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadskantoor,0385::SB1,,1888,1752,0,2,337,65,71,470,715,30,6,38,7,3,0,8,2,0,0,0,0,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Spinmolen,0385::SB2,,2053,1526,2,5,295,61,67,407,586,29,15,29,8,1,2,13,9,1,0,0,3,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Springplank,0385::SB3,,2093,1837,0,0,319,61,58,549,763,23,5,36,9,0,0,11,1,0,0,0,2,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Zuidwester,0385::SB4,,1656,1395,0,1,347,62,60,347,489,34,4,19,10,2,0,15,3,2,0,1,0,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau St. Vincentiusschool,0385::SB5,,1638,1355,1,1,315,63,57,313,520,25,10,26,14,4,0,5,3,0,0,0,0,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Jozef,0385::SB6,,1708,1265,1,2,316,87,81,276,419,23,3,28,14,1,0,11,6,0,0,0,0,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau St. Nicolaashof,0385::SB7,,1481,1036,1,1,385,61,36,171,320,19,3,18,7,6,1,4,3,1,0,0,1,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau St. Petrusbasisschool,0385::SB8,,1599,1618,0,0,376,57,58,465,557,24,9,37,6,0,0,22,6,0,0,0,1,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Tennisvereniging Dijkzicht,0385::SB9,,1951,1330,2,3,295,51,43,374,494,19,7,20,12,0,0,12,3,0,0,0,0,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Piramide,0385::SB10,,1538,1186,1,3,85,262,124,246,268,83,10,64,18,1,0,14,3,0,1,2,5,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Meermin,0385::SB11,,1521,1284,0,3,177,251,94,351,188,96,10,74,30,0,0,9,4,0,0,0,0,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0385::SB12,,1173,1303,0,1,119,334,97,341,104,118,12,129,31,1,0,9,6,0,0,2,0,0
Den Helder,Edam-Volendam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Singel,0385::SB13,,1327,893,0,0,90,188,66,227,140,89,5,63,10,3,0,7,5,0,0,0,0,0
