contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Stadhuis, ontvangstruimte trouwzaal",0014::SB1,,1190,2080,3,1,104,501,169,480,76,305,40,346,35,6,1,2,5,0,4,5,1
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Activiteitencentrum De Sint Jan,0014::SB2,,990,705,0,1,22,203,64,98,47,132,22,99,14,0,0,0,1,1,0,2,0
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hulpverleningsdienst Groningen,0014::SB3,,1209,608,1,0,28,166,45,121,26,92,17,99,8,0,0,0,5,0,0,1,0
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Dienst RO/EZ,0014::SB4,,1360,1515,4,2,59,370,97,356,63,220,35,284,19,3,0,1,3,1,1,3,0
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau H.N. Werkmancollege,0014::SB5,,1204,578,0,0,28,149,56,139,31,75,7,73,11,2,0,1,2,0,3,1,0
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau St. Michaelschool,0014::SB6,,980,749,3,0,36,156,45,197,30,113,9,146,12,0,0,2,0,0,0,3,0
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hanzehogeschool,0014::SB7,,1231,844,4,1,47,210,65,188,41,117,21,140,7,0,0,1,1,0,3,3,0
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Centrale Bibliotheek Groningen,0014::SB8,,1054,949,2,0,34,220,78,165,32,183,28,172,25,1,0,1,1,1,3,5,0
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Activiteitencentrum De Holm,0014::SB10,,1497,992,2,0,48,282,60,201,35,122,20,203,13,1,0,3,2,0,1,1,0
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Heerenhuis,0014::SB11,,866,343,0,0,14,86,23,90,9,49,14,48,5,0,0,0,3,0,1,1,0
Groningen,Groningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Borgmanschool,0014::SB12,,1487,1352,2,1,48,380,144,188,46,271,34,199,30,0,0,3,2,1,2,4,0
