contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis gemeente Voorst,0285::SB1,,1217,1101,1,2,212,179,59,349,85,63,19,98,11,14,0,6,5,0,0,1,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Voorst,0285::SB2,,608,457,0,1,75,100,44,111,63,16,4,26,10,0,0,4,0,4,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Benring Voorst,0285::SB3,,1128,872,0,7,163,168,58,218,146,41,7,45,7,4,0,5,4,6,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubgebouw sportclub Klarenbeek,0285::SB4,,1053,847,1,1,290,108,82,148,103,37,16,37,7,7,0,5,6,0,0,1,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Nieuwenhof Voorst,0285::SB5,,422,355,0,0,74,59,22,86,47,21,5,29,6,2,0,0,4,0,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau OBS Wilp Achterhoek,0285::SB6,,706,579,0,1,202,52,28,164,64,25,4,26,2,2,0,7,3,0,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bethel Wilp Posterenk,0285::SB7,,794,405,0,0,95,37,33,138,51,17,2,19,5,1,0,5,2,0,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Wilp,0285::SB8,,884,665,0,2,89,165,37,194,76,34,7,50,7,2,0,3,1,0,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau OBS Wilpse Dijk,0285::SB9,,555,498,0,1,66,126,42,114,61,33,5,41,6,0,0,2,1,0,0,1,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek Twello,0285::SB10,,1442,1162,2,3,222,289,97,227,172,38,14,78,12,8,0,1,2,0,0,2,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Martinusschool,0285::SB11,,977,837,1,3,202,174,104,150,79,53,4,51,7,5,0,7,0,1,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis ' Op den Toega',0285::SB12,,919,698,0,0,173,80,46,187,81,18,16,39,11,42,0,4,1,0,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Terwolde,0285::SB13,,1457,1097,0,0,146,252,99,242,140,71,16,82,16,16,0,12,3,2,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis ""de Arend""",0285::SB14,,610,506,0,0,145,41,17,99,42,11,30,27,10,78,0,3,0,0,1,2,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lokale Omroep Voorst,0285::SB15,,1075,922,0,1,178,139,67,282,75,60,17,75,4,15,0,3,5,2,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Twellose Accordeon Vereniging,0285::SB16,,1383,692,0,1,171,151,87,109,87,32,7,29,7,6,0,1,2,1,0,0,2,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kulturhus ' Jachtlust',0285::SB17,,1035,881,2,1,165,256,86,150,89,55,10,52,1,9,0,5,0,0,0,3,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Martinushof,0285::SB18,,1421,1094,0,1,272,250,122,189,101,52,17,78,6,3,0,3,1,0,0,0,0,0
Arnhem,Voorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Christelijke bassischool ""De Oase""",0285::SB19,,1024,818,1,1,132,221,87,127,92,52,14,70,5,13,1,3,1,0,0,0,0,0
