contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0653::SB1,,1030,1071,1,1,249,219,103,198,114,72,36,52,10,7,0,3,5,0,3,0,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Talma Hiem,0653::SB2,,920,759,0,3,235,146,91,112,70,28,42,20,5,4,0,3,2,0,0,1,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Poarte,0653::SB3,,595,473,0,2,95,82,54,109,51,26,19,24,6,4,0,0,3,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Irene,0653::SB4,,536,415,1,0,132,63,35,60,43,24,28,13,8,2,0,4,2,0,0,1,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lokaal SOW-Gemeente,0653::SB5,,327,269,0,1,82,26,23,50,32,14,8,9,2,21,0,0,2,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Doarpshûs,0653::SB6,,429,366,0,0,108,58,26,68,39,18,21,14,3,9,0,1,1,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau It Klif,0653::SB7,,1070,930,1,2,228,146,69,140,100,43,41,47,15,85,0,8,8,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Gearte,0653::SB8,,1049,760,0,0,203,109,90,117,123,40,24,26,11,5,1,7,4,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Skeakel,0653::SB9,,254,197,0,0,63,24,15,48,14,15,6,9,1,0,0,0,2,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Us Nije Gea,0653::SB10,,283,254,0,1,53,44,23,55,26,14,10,23,3,0,0,3,0,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ons Gebouw,0653::SB11,,483,401,1,0,145,60,20,86,29,21,1,28,3,6,0,0,1,0,1,0,0
Leeuwarden,Gaasterlân-Sleat,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Treemter,0653::SB12,,1009,591,0,0,142,129,82,70,77,36,13,32,5,1,0,2,2,0,0,0,0
