contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Raadszaal gemeentehuis, Gieten",1680::SB1,,1337,1266,0,0,104,336,94,381,119,91,19,102,10,0,3,3,1,0,0,0,3
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openbare basisschool Gieten,1680::SB2,,1402,964,0,0,69,285,104,259,86,66,8,73,10,3,0,0,0,0,0,1,0
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum Dekelhem, Gieten",1680::SB3,,1353,1084,4,4,79,425,105,211,93,67,13,61,12,0,0,9,7,0,1,0,1
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Ontmoetingscentrum Boerhoorn, Rolde",1680::SB4,,1768,1648,0,0,146,524,101,475,110,122,24,110,13,6,0,10,5,0,0,0,2
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Verzorgingscentrum 'Hendrik Kok', Rolde",1680::SB5,,1993,1274,0,3,116,425,127,286,117,90,21,66,12,2,0,3,5,0,0,2,2
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis 'De Eekhof', Ekehaar",1680::SB6,,419,379,0,0,36,85,17,158,20,23,5,27,5,0,0,0,2,0,0,1,0
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Markehuis, Grolloo",1680::SB7,,894,742,2,1,69,151,57,284,72,53,5,37,7,0,0,4,2,0,0,0,1
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis De Trefkoel, Gasselte",1680::SB8,,1397,1143,0,0,82,361,109,285,123,77,4,70,22,0,0,5,1,0,4,0,0
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis 't Roem, Gasselternijveen",1680::SB9,,1490,1105,2,0,112,339,135,169,200,67,26,30,18,1,0,6,1,0,0,0,1
Assen,Aa en Hunze,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Gasselternijveenschemond,1680::SB10,,557,416,0,1,53,106,40,72,66,21,22,19,10,1,0,1,4,0,0,0,1
