contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0050::SB1,,1342,1478,0,6,226,201,80,469,177,91,107,85,20,12,1,4,3,0,1,1,0
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Wold,0050::SB2,,1227,1043,1,2,110,134,131,289,160,59,65,67,13,6,0,2,1,0,3,0,3
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Richtingwijzer,0050::SB3,,1394,1088,1,1,128,133,76,337,126,70,105,74,15,11,0,2,7,0,3,1,0
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau In de Lichtkring,0050::SB4,,1455,1053,0,2,127,130,70,259,145,53,183,55,4,10,0,9,7,0,0,1,0
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Zevenster,0050::SB5,,931,778,0,1,105,93,61,263,95,35,41,57,12,7,0,4,5,0,0,0,0
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Delta,0050::SB6,,1621,1257,1,2,138,136,98,437,154,63,94,84,24,8,1,10,7,0,0,1,2
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Kofschip,0050::SB7,,1417,1051,2,0,137,136,73,296,141,59,90,75,14,11,1,13,1,0,0,1,3
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Toermalijn,0050::SB8,,1485,1230,0,0,143,112,65,433,161,63,148,66,8,7,0,11,6,0,2,4,1
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Mozaiek,0050::SB9,,1512,1201,0,3,182,98,39,419,186,54,133,55,8,14,1,4,4,0,3,0,1
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Asian Paradise,0050::SB10,,1080,825,0,1,222,38,19,354,69,11,34,16,5,46,0,8,2,0,0,1,0
Lelystad,Zeewolde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Kruispunt,0050::SB11,,1151,812,0,3,87,69,61,231,170,34,86,44,10,6,0,10,3,0,0,1,0
