contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Raadhuis Zuidplas,1892::SB1,,1537,1812,2,7,199,285,187,470,286,83,114,136,14,21,0,13,1,0,0,3,0
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkelijk Centrum,1892::SB2,,1786,1229,1,4,207,194,126,238,157,49,96,71,13,61,0,11,0,0,0,2,4
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Elim,1892::SB3,,1739,1328,0,1,167,210,102,387,184,56,83,102,14,13,0,7,1,0,1,1,0
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brandweerkazerne post Nieuwerkerk,1892::SB4,,1590,1248,4,9,215,123,94,337,152,64,112,61,13,65,1,8,2,0,0,1,0
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hervormde Kerk De Bron,1892::SB5,,1915,1496,4,2,151,189,131,429,244,67,84,116,22,33,1,17,6,0,0,2,4
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool de Wingerd,1892::SB6,,1345,1163,0,2,110,160,90,371,149,73,67,107,14,8,0,13,0,0,0,0,1
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Comenius College,1892::SB7,,1487,1010,0,0,94,148,95,296,184,45,59,53,9,19,0,5,1,0,0,1,1
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau St. Joseph-parochie,1892::SB8,,1116,1509,4,2,192,141,82,497,225,63,73,97,20,101,0,12,2,1,1,1,1
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Batavier,1892::SB9,,1964,1076,0,0,125,130,68,343,171,53,57,62,21,34,0,7,3,0,1,0,1
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Reisduif,1892::SB10,,1813,1227,0,1,143,149,102,393,202,42,48,76,5,46,0,11,5,1,0,3,1
Leiden,Zuidplas,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hervormd Centrum 1,1892::SB11,,1268,1209,0,0,162,170,86,367,189,44,47,70,18,42,0,12,0,0,0,0,2
