contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,1676::SB1,,967,649,0,1,88,104,68,158,74,42,36,40,10,17,1,2,5,0,0,4
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau het Tonnenmagazijn,1676::SB2,,1193,962,0,3,112,233,90,186,146,49,69,42,6,15,0,6,2,0,0,6
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Dreischor,1676::SB3,,761,594,0,0,72,93,50,158,84,31,15,37,25,21,0,3,4,0,1,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Noordgouwe,1676::SB4,,632,543,0,0,79,96,32,154,71,32,17,23,7,23,0,6,2,0,0,1
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Zonnemaire,1676::SB5,,605,490,0,0,86,80,38,129,67,21,15,20,17,12,0,2,3,0,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Durps'uus Bruinisse,1676::SB6,,1599,1345,1,1,236,110,69,388,213,14,54,43,12,199,0,4,0,0,3,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau N.H. Verenigingsgebouw,1676::SB7,,1469,1198,0,2,174,131,93,271,190,16,62,24,7,221,0,6,2,0,0,1
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Verenigingsgebouw ""Ons Dorpshuis""",1676::SB8,,929,843,1,0,113,71,54,123,112,21,63,11,9,260,0,6,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonservicecentrum Steenzwaenshof,1676::SB9,,1022,819,0,1,149,100,50,156,81,17,66,29,9,153,0,6,3,0,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Oosterland,1676::SB10,,805,718,0,2,107,54,23,91,97,14,37,7,5,277,0,3,2,0,1,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Saele,1676::SB11,,931,638,0,2,84,71,35,75,84,11,26,18,2,229,0,2,1,0,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Ouwerkerk,1676::SB12,,517,455,0,0,61,78,33,131,75,22,18,21,8,3,0,3,2,0,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Sirjansland,1676::SB13,,261,238,1,0,26,21,15,55,41,20,10,5,4,35,0,6,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeenschapsruimte De Putmeet,1676::SB14,,1088,873,0,0,143,108,67,229,203,21,27,42,11,16,0,4,0,0,1,1
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpsuus Ellemeet,1676::SB15,,277,249,0,0,29,36,25,60,53,15,10,9,8,0,0,1,3,0,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis 't Zuudende,1676::SB16,,772,609,0,0,117,64,45,124,81,19,53,9,6,85,0,4,1,0,1,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""Duinoord""",1676::SB18,,1787,1510,2,2,272,207,77,531,177,62,36,87,11,30,0,12,7,0,0,1
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""De Schutse""",1676::SB19,,896,874,1,1,124,175,91,195,116,40,27,43,10,31,1,13,6,0,2,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""Revasa""",1676::SB20,,1056,1069,0,1,224,161,52,298,120,75,28,58,20,17,0,11,1,0,2,2
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Noordwelle,1676::SB21,,251,211,0,1,25,38,16,74,23,9,12,9,1,2,0,1,1,0,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Renesse,1676::SB22,,1343,1304,1,0,219,203,94,390,218,66,11,64,17,7,0,3,11,1,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Serooskerke,1676::SB23,,245,212,0,0,20,31,24,55,39,14,5,11,2,6,0,4,1,0,0,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Chr.Ger.Kerk,1676::SB24,,962,621,2,0,124,109,71,99,86,37,18,25,8,37,1,2,1,0,2,1
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Veste,1676::SB25,,1702,1177,1,1,179,218,105,259,200,95,33,42,20,17,1,4,2,0,1,1
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""De Wieken""",1676::SB26,,1456,988,0,0,182,182,67,244,88,51,41,53,15,54,0,5,2,0,1,3
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Multifunctioneel Centrum,1676::SB27,,1033,879,2,0,136,222,102,130,145,36,39,28,11,23,1,1,1,0,3,1
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""Borrendamme""",1676::SB28,,1001,846,1,4,151,169,91,146,141,38,41,36,7,14,0,6,4,0,2,0
Middelburg,Schouwen-Duiveland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Openbare bibliotheek ""de Stolpe""",1676::SB29,,1379,1294,0,1,184,268,137,227,235,51,76,68,13,24,0,8,2,0,0,1
