contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hal Stadhuis,0718::SB1,,1155,1275,3,2,130,277,148,231,224,81,28,78,36,10,0,17,6,0,6,3
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Speeltuinvereniging De Oude Stad,0718::SB2,,1055,697,0,0,50,168,112,86,128,55,15,36,22,12,0,5,6,0,0,2
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Bibliotheek ""'t Spui""",0718::SB3,,1218,1085,0,2,100,263,139,197,178,65,26,77,29,3,3,3,2,0,0,0
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lokaal  Ger. Kerk Vrijgemaakt,0718::SB4,,1187,731,0,0,68,146,118,104,151,53,22,33,16,7,0,8,2,0,2,1
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lokaal  Milieu Educatie Centrum,0718::SB5,,1078,663,5,2,50,199,101,48,155,36,11,22,22,7,0,10,0,0,0,2
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Atrium Zorgcentrum Ter Reede,0718::SB6,,1300,1240,0,5,206,297,118,190,202,62,40,80,19,16,0,2,4,2,0,2
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kantine Beheer Gemeente Vlissingen,0718::SB7,,1185,437,0,0,70,73,34,116,66,15,9,29,5,14,0,4,1,0,1,0
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Welzijnscentrum,0718::SB8,,1067,635,0,2,45,180,80,72,156,26,15,26,17,5,1,9,2,0,0,1
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lokaal Archipel Scholen,0718::SB9,,1122,775,2,1,83,200,110,80,154,40,25,42,11,13,1,12,3,0,1,0
Middelburg,Vlissingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Open Hof,0718::SB10,,1075,874,1,2,117,197,95,163,157,48,14,54,13,6,0,4,5,0,1,0
