contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,1859::SB1,,1191,1122,0,2,144,270,135,256,127,66,20,78,6,1,1,9,5,0,3,0,1,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Andriessenhuis,1859::SB2,,1202,916,0,4,133,263,118,153,106,53,11,60,13,1,0,4,0,0,0,1,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Noord,1859::SB3,,1519,1216,0,2,140,317,148,261,167,81,16,63,8,2,0,7,3,0,0,3,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Heuvelschool,1859::SB4,,1285,978,0,1,143,199,81,312,98,62,6,67,1,1,0,5,3,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kiezel en Kei School,1859::SB5,,768,619,2,2,74,164,101,130,47,33,5,50,2,0,3,6,2,0,0,1,1,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Geesteren,1859::SB6,,1003,810,1,1,141,125,51,317,66,49,7,39,13,0,0,0,2,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Centrum de Klokslag,1859::SB7,,536,452,0,1,107,70,26,141,36,24,12,25,4,1,0,4,2,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kulturhus 't Stieltjen,1859::SB8,,561,493,0,0,87,118,30,128,49,27,16,26,4,0,0,3,5,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerst Zwartschool,1859::SB9,,1232,984,0,1,149,218,130,224,110,56,5,80,5,0,0,2,2,0,0,2,1,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Bundeling,1859::SB10,,1246,1015,1,1,184,195,89,302,76,55,7,75,17,4,0,5,3,0,0,2,1,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Driesprong,1859::SB11,,1089,741,0,2,152,91,60,291,61,14,11,38,9,6,0,2,4,2,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau CBS Rehoboth,1859::SB12,,1268,883,0,0,131,256,110,171,94,38,10,49,11,0,0,8,4,0,1,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau gemeentekantoor Eibergen,1859::SB13,,1609,1229,1,1,279,289,123,228,132,82,5,70,9,2,0,5,5,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum de Meergaarden,1859::SB14,,1338,1338,2,0,240,371,170,188,166,74,15,89,12,1,0,6,2,0,0,2,2,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau RK Basisschool De Regenboog,1859::SB15,,1527,1396,1,0,194,345,241,209,184,78,25,78,17,0,0,14,7,0,0,0,4,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau RK Basisschool de Schakel,1859::SB16,,1412,1018,0,0,198,215,115,229,91,57,6,87,6,2,0,2,7,0,1,1,1,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau O.B.S. De Steege,1859::SB17,,1387,1028,0,0,201,236,154,164,119,50,12,71,11,0,2,4,2,0,0,2,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Centrum D'n Hof,1859::SB18,,1293,904,0,1,241,148,70,182,122,61,14,44,10,1,0,7,4,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Hassinkhof,1859::SB19,,1048,806,1,0,394,68,85,134,68,24,3,20,6,0,0,4,0,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis de Wanne,1859::SB20,,1188,978,1,1,458,84,82,186,89,18,5,44,4,0,0,5,0,0,1,2,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Servicepunt Raedhuys,1859::SB21,,1385,1177,1,1,168,325,137,181,156,60,40,85,12,1,0,9,2,0,0,0,1,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hamelandgroep Neede,1859::SB22,,1289,945,2,0,159,179,83,198,170,45,21,70,9,1,1,4,5,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hofmaatschool,1859::SB23,,1419,1027,0,5,147,241,111,193,173,49,13,68,9,1,0,9,4,2,0,5,2,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ontmoetingsruimte de Witte,1859::SB24,,1417,1061,1,2,233,282,87,183,101,32,30,96,6,2,0,5,4,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool de Marke,1859::SB25,,1362,1042,0,2,166,237,116,187,164,59,22,68,8,2,0,9,2,1,0,1,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeenschaphuis de Mölle,1859::SB26,,791,612,0,0,271,45,36,96,110,23,3,20,1,0,0,3,1,0,0,1,2,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeenschaphuis 't Haarhoes,1859::SB27,,722,563,0,0,109,86,34,172,74,27,11,36,5,1,0,5,3,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau gemeentelijk servicepunt Eibergen,1859::SB28,,1459,787,1,0,173,167,68,153,93,47,8,52,11,3,0,4,8,0,0,0,0,0
Arnhem,Berkelland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kulturhus Ruurlo,1859::SB29,,1196,1056,0,0,154,184,67,370,101,47,14,97,14,1,0,2,3,0,0,2,0,0
