contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0439::SB1,,1226,1191,1,3,135,250,102,327,160,99,8,73,20,1,0,8,4,0,0,2,2,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Avondzon,0439::SB2,,2004,1182,3,4,93,247,93,319,212,79,9,100,19,1,0,4,3,0,0,2,1,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openbare Bibliotheek Waterland,0439::SB3,,2389,1563,4,7,113,350,207,329,301,103,9,99,24,2,1,14,5,1,0,0,5,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum De Viervorst,0439::SB4,,1352,1070,3,0,110,285,108,201,218,67,7,44,12,0,0,12,1,0,0,2,3,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis De Tien Gemeenten,0439::SB5,,1437,1096,2,2,125,242,102,283,147,64,9,85,18,1,0,9,6,0,0,0,5,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau BS 't Prisma, locatie Overwhere",0439::SB6,,1834,1049,2,1,69,335,143,141,214,47,15,33,25,2,0,11,7,0,0,2,4,1
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurtcentrum Overwhere,0439::SB7,,1303,932,0,1,53,209,117,183,190,59,21,63,16,2,0,13,2,0,0,1,2,1
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcirkel Novawhere,0439::SB8,,1262,1521,0,2,137,363,131,391,237,81,18,114,25,2,0,14,4,0,1,1,2,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Obs 't Carrousel,0439::SB9,,1267,554,1,1,24,127,72,145,95,33,8,33,11,0,1,2,2,0,0,0,1,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum De Inval,0439::SB10,,1815,1164,2,4,90,303,131,237,199,83,15,67,22,0,1,9,1,0,0,3,2,1
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Montessoribasisschool,0439::SB11,,1737,1134,1,0,81,244,112,304,196,73,10,79,15,1,0,15,1,0,0,1,2,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool 't Prisma,0439::SB12,,1006,661,0,1,48,180,111,98,126,44,6,20,7,2,0,11,2,0,1,0,1,4
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum 't Noot,0439::SB13,,1660,1168,0,1,126,339,125,178,238,61,19,56,10,2,0,6,4,0,0,0,1,3
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Obs Wheermolen,0439::SB14,,1082,788,1,3,37,229,121,128,144,51,25,34,6,0,1,4,4,0,1,1,1,1
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Boddaertcentrum Spirit,0439::SB15,,1566,824,0,4,43,220,117,133,191,52,15,37,9,0,0,3,3,0,0,0,1,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basissch.De Vrije School Waterland,0439::SB16,,1561,904,0,1,48,233,110,175,143,92,8,67,18,0,0,2,2,0,0,2,2,2
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Waterlandziekenhuis,0439::SB17,,1788,1542,1,4,95,360,187,321,303,123,18,91,18,6,0,12,3,0,1,1,3,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Ranonkel,0439::SB18,,1625,1591,1,1,97,317,192,377,350,104,4,107,25,1,0,10,4,0,1,1,1,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Obs De Boemerang   Zichthof,0439::SB19,,1700,1374,4,4,57,294,180,250,396,82,17,58,21,2,0,12,3,0,0,1,1,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek Purmerend Zichthof,0439::SB20,,1941,1274,0,1,49,216,165,281,370,63,20,55,35,1,0,12,3,0,0,2,1,1
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau C.B.S. De Ploegschaar,0439::SB21,,1757,680,0,4,41,153,91,129,160,34,9,33,16,0,0,11,1,0,0,2,0,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Akker,0439::SB22,,1971,1372,1,7,58,300,141,309,365,75,17,60,21,2,0,12,8,1,0,0,2,1
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau C.B.S. De Smidse (dependance),0439::SB23,,1223,712,0,1,26,156,80,115,217,44,15,32,9,1,0,14,0,0,0,2,1,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Obs De Dijk   Hoefsmidhof,0439::SB24,,1271,1044,1,0,37,224,153,268,229,41,6,62,16,0,1,5,1,0,0,0,1,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Obs De Dijk Jachtwagenstraat,0439::SB25,,1556,940,5,7,24,235,137,155,235,45,10,54,23,3,0,11,4,0,0,0,4,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Obs De Delta,0439::SB26,,1479,1080,1,3,51,207,119,246,314,54,13,50,12,0,0,10,1,0,0,0,2,1
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Oec. Basisschool Het Baken,0439::SB27,,1328,1115,2,1,65,198,121,329,236,54,3,76,15,0,0,4,7,0,0,1,6,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Zuid-Pool   28,0439::SB28,,1471,2225,4,12,151,454,167,656,445,123,19,148,31,3,0,15,7,0,0,3,3,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Zuid-Pool   29,0439::SB29,,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Oec. Basisschool De Vlieger,0439::SB30,,1983,1485,0,2,71,267,135,509,279,73,16,86,25,2,0,15,1,0,0,1,5,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verpleeghuis Molentocht,0439::SB31,,1966,1568,0,3,110,279,180,458,327,87,13,74,20,4,0,11,3,0,0,0,2,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Obs De Koempoelan,0439::SB32,,1827,1542,1,4,80,268,149,518,319,67,11,92,16,2,0,13,2,0,2,1,1,1
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Weidekerkhuis,0439::SB33,,1501,1028,1,0,79,182,80,311,236,42,8,57,22,0,0,9,0,0,0,0,2,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Marimba,0439::SB34,,1564,1352,1,6,77,287,94,411,315,55,17,62,14,2,0,14,3,0,0,1,0,0
Den Helder,Purmerend,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Nieuwe Wereld,0439::SB35,,1834,1460,0,2,77,280,132,515,257,56,20,85,20,1,0,13,0,0,0,3,1,0
