contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Kempenhof,0858::SB1,,1792,1537,0,0,352,234,145,384,243,64,7,85,7,0,0,14,0,0,0,0,2
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurtgebouw De Horizon,0858::SB2,,1318,923,1,2,171,136,140,170,194,47,8,45,4,0,0,2,3,2,0,1,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lunet zorg,0858::SB3,,1614,979,2,0,173,167,150,123,249,41,5,52,8,0,0,9,1,0,0,1,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis de Hijskraan 't Gegraaf,0858::SB4,,1320,1001,3,2,158,193,164,116,234,52,10,47,9,1,0,13,4,0,0,0,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau TafeltennisVereniging Valkenswaard,0858::SB5,,1679,1088,0,1,169,154,166,234,225,37,5,65,16,2,0,8,4,0,1,1,1
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Carolus gebouw,0858::SB6,,1832,1481,1,1,285,226,222,261,277,85,7,77,11,2,0,23,4,0,0,1,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Trefcentrum D'n Turfberg,0858::SB7,,1599,1407,0,3,221,216,203,307,279,51,12,87,13,0,0,13,5,0,0,0,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0858::SB8,,1874,1048,1,0,199,166,130,235,174,53,3,55,15,0,0,12,3,0,0,2,1
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0858::SB9,,1755,1236,2,3,243,172,162,284,214,59,10,69,8,0,1,13,1,0,0,0,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Taxandria,0858::SB10,,1642,1320,0,3,249,192,178,272,299,47,7,44,15,3,0,11,3,0,0,0,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Parochiezaal H. Martinuskerk,0858::SB11,,988,848,0,0,187,114,103,199,113,48,5,66,9,0,0,3,1,0,0,0,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dommelsche Bierbrouwerij,0858::SB12,,1369,973,1,3,168,145,152,203,176,32,9,69,6,0,0,8,1,0,2,1,1
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal de Belleman,0858::SB13,,1525,1312,1,1,163,201,259,244,249,67,8,88,13,0,0,15,2,0,0,1,2
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Schepelweijen,0858::SB14,,1463,1082,0,0,120,185,231,171,224,59,5,61,8,0,0,12,2,1,1,2,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubgebouw  't Heike V.V. Dommelen,0858::SB15,,1604,966,0,0,139,183,138,220,159,38,5,70,7,0,0,4,1,0,1,1,0
's-Hertogenbosch,Valkenswaard,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Dorpshuis,0858::SB16,,846,671,2,1,253,53,48,138,106,18,6,23,7,1,0,11,2,0,1,2,2
