contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool 't Palet,0384::SB1,,1780,1268,0,2,58,338,84,354,184,110,8,101,17,1,0,11,1,0,1,0
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Omval,0384::SB2,,773,866,2,3,50,271,109,141,139,68,13,54,14,1,0,1,1,0,1,3
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau SV Zeeburg,0384::SB3,,1182,475,2,2,26,128,43,77,76,55,6,52,6,0,0,3,0,0,0,3
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hogeschool INHolland,0384::SB4,,301,123,1,0,3,41,19,20,5,15,2,16,2,0,0,0,0,0,0,0
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau St. BSO Popeye,0384::SB5,,1329,760,0,4,62,188,68,150,120,74,8,60,18,1,0,5,6,0,0,0
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0384::SB6,,1351,1290,1,4,80,339,108,310,177,119,12,108,23,1,0,7,3,1,2,0
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum De Diem,0384::SB7,,1059,873,0,1,65,190,77,218,135,71,11,80,16,1,0,4,2,0,2,1
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Schakel,0384::SB8,,1047,699,0,1,51,204,51,130,112,75,9,45,11,0,0,8,1,0,1,1
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau NS station Diemen-Zuid,0384::SB9,,1300,616,0,2,22,209,48,116,100,57,10,37,12,0,0,2,1,1,0,1
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Berkenstede,0384::SB10,,1321,804,0,2,74,255,86,110,121,55,22,52,18,1,0,7,2,0,1,0
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Keet Boschplaat,0384::SB11,,670,522,0,0,27,127,29,106,108,41,9,57,10,0,0,0,6,0,1,1
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Venser,0384::SB12,,1145,1110,1,1,61,377,133,142,168,107,26,66,18,1,0,7,3,0,0,1
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sportcentrum Duran,0384::SB13,,1106,872,0,2,38,262,55,186,142,88,14,68,11,0,0,4,2,0,2,0
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Noord zaal 1,0384::SB14,,1595,1356,0,3,79,313,106,389,221,94,8,113,19,1,0,5,2,2,1,3
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Noord zaal 2,0384::SB15,,1646,1038,0,1,80,247,76,306,175,57,4,78,11,2,0,1,1,0,0,0
Haarlem,Diemen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau NS Station Diemen,0384::SB16,,514,660,0,1,57,175,77,123,110,48,8,43,8,0,0,7,0,1,2,1
