contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Basisschool ""De Ark""",0313::SB1,,1209,926,1,0,318,59,25,102,152,9,216,12,1,26,0,2,0,0,0,2,2
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Immanuel kerk,0313::SB2,,1427,1212,0,2,387,53,33,116,187,20,368,22,1,18,0,4,2,0,0,0,1
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dr K.Schilderschool,0313::SB3,,1266,868,1,0,240,45,18,121,139,12,249,11,8,21,0,4,0,0,0,0,0
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0313::SB4,,1323,1219,0,2,418,63,21,206,124,12,292,32,6,42,0,3,0,0,0,0,0
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau P. Jongelingschool,0313::SB5,,1430,1068,1,1,294,86,41,117,219,19,237,12,8,26,0,6,0,0,0,1,2
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mr Gr. van Prinstererschool,0313::SB6,,1295,1110,0,2,327,53,17,191,132,33,292,15,7,35,0,2,1,0,0,5,0
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Noorderkerk,0313::SB7,,1538,1189,0,7,362,35,17,180,171,18,355,14,6,27,0,3,0,0,0,1,0
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorg en wooncentrum ""De Haven""",0313::SB8,,1587,1397,2,0,506,24,31,125,169,12,453,11,3,58,0,5,0,0,0,0,0
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Westerkerk,0313::SB9,,1323,1020,0,5,308,44,29,146,158,17,242,8,3,57,0,7,0,1,0,0,0
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School met de Bijbel,0313::SB10,,626,547,1,0,211,8,7,74,55,13,151,5,1,21,0,0,0,1,0,0,0
Utrecht,Bunschoten,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brandweerkazerne,0313::SB11,,1636,1292,0,1,451,43,24,201,159,14,346,16,5,26,0,7,0,0,0,0,0
