contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum St Willibrord,0687::SB1,,1454,1249,3,2,117,297,115,246,106,142,55,110,28,19,0,6,5,0,0,3
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Acaciahof,0687::SB2,,1443,1039,2,2,118,264,72,202,58,154,38,94,16,17,0,2,3,0,1,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ver.gebouw Gasthuiskerk,0687::SB3,,1239,813,1,0,76,187,88,149,73,93,18,73,22,22,0,3,5,0,1,3
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkgebouw van Cittershoff,0687::SB4,,884,731,0,1,182,109,44,106,45,29,58,40,9,107,0,1,0,1,0,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Eben-Haëzer,0687::SB5,,1146,1026,1,1,180,184,71,158,51,63,69,54,21,170,0,1,3,0,1,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Gasthuis,0687::SB6,,1512,1226,1,3,212,286,107,157,84,121,83,67,28,71,0,2,6,0,1,1
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hof van Buren (Grand Café Willem),0687::SB7,,1506,1487,3,2,202,388,140,175,155,137,82,96,28,72,0,5,4,0,3,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkgebouw 't Bolwerk,0687::SB8,,1046,761,1,0,82,171,80,95,58,101,54,52,18,38,3,1,5,2,0,1
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Praktijkschool Het Bolwerk,0687::SB9,,1228,938,0,0,156,239,53,150,78,75,51,72,9,47,0,5,3,0,0,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Nieuw- en Sint Joosland,0687::SB10,,1037,830,1,1,158,127,82,114,91,48,60,28,15,99,0,5,2,0,1,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cederhof,0687::SB12,,1252,1026,0,0,160,259,97,138,78,103,52,57,14,57,1,5,5,0,0,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Swerf-Rust,0687::SB13,,1196,783,0,3,135,154,69,96,64,32,44,25,12,146,0,1,3,0,0,2
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkgebouw de Hoeksteen,0687::SB14,,1395,1279,0,2,137,353,151,148,234,87,58,47,20,21,0,11,3,1,1,7
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkgebouw de Morgenster,0687::SB16,,1128,834,0,0,94,188,90,88,72,57,57,48,14,120,0,1,4,0,1,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Ontmoetingskerk,0687::SB17,,1281,777,1,1,84,194,118,58,104,55,34,31,19,70,2,1,5,0,0,2
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Getij,0687::SB19,,1423,1265,1,1,131,324,192,120,202,84,67,65,13,51,1,7,1,0,4,3
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Palet,0687::SB20,,1087,1098,0,2,116,290,135,158,147,65,51,55,15,49,0,10,4,2,1,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau ROC Zeeland,0687::SB21,,1114,692,0,0,89,128,37,192,70,34,48,57,8,21,1,4,2,0,1,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau R.K. Franciscusschool,0687::SB22,,1357,838,0,3,94,223,89,125,127,63,46,38,8,12,0,6,4,0,1,2
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Rustenburg,0687::SB23,,1384,889,1,4,95,243,136,85,128,63,62,35,21,15,0,6,0,0,0,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Grand Café Buitenrust,0687::SB24,,1210,677,0,2,87,200,74,79,67,43,36,43,11,22,2,6,3,0,0,4
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dolfijnenburch,0687::SB25,,1138,1105,0,2,164,287,69,166,44,110,78,87,25,69,0,6,0,0,0,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Palet,0687::SB26,,1379,975,0,5,118,278,115,125,149,41,39,59,20,14,0,9,5,0,1,2
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cypressenhof,0687::SB27,,1303,861,0,1,123,217,102,125,121,56,37,33,20,16,2,6,2,1,0,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zeeuwse Bibliotheek,0687::SB28,,920,1054,1,4,140,261,76,193,81,117,44,87,15,33,1,1,5,0,0,0
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubgebouw M.Z.V.C.,0687::SB29,,1265,697,0,0,133,138,30,181,48,52,32,55,8,16,0,1,0,0,1,2
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Hervormde Kerk,0687::SB31,,1360,944,0,1,173,72,37,52,152,13,119,21,8,290,3,2,1,0,0,1
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw de Arne,0687::SB32,,1071,849,0,1,134,79,18,73,142,20,97,14,3,266,0,1,1,0,0,1
Middelburg,Middelburg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Vierschip,0687::SB33,,1472,1282,0,2,212,117,59,205,239,28,149,26,7,228,0,7,1,0,3,1
