contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau gebouw Het Bolwerk (zij-ingang),0058::SB1,,1298,981,1,2,214,249,103,161,81,50,45,38,23,4,0,5,5,0,2,1,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau CBS Eben Haëzer,0058::SB2,,1246,1024,1,0,341,176,110,83,80,44,127,33,6,11,0,4,6,0,0,3,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau verzorgingshuis Dongeraheem,0058::SB3,,1248,931,2,0,339,153,85,75,75,38,107,24,4,12,0,5,12,0,0,1,1
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau CBS De Hoeksteen,0058::SB4,,1092,777,0,3,122,169,112,66,118,34,103,21,12,11,1,0,6,0,0,1,1
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Fontein,0058::SB5,,1197,943,0,1,288,189,120,58,87,49,94,28,11,10,0,4,4,0,1,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau CBS De Regenboog,0058::SB6,,994,788,0,1,229,163,91,81,69,27,83,32,4,1,0,3,5,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau verpleeghuis De Waadwente,0058::SB7,,1699,1293,0,1,454,237,125,126,131,47,108,38,13,7,0,2,2,0,1,2,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau CBS De Bron,0058::SB8,,1086,945,0,2,252,204,74,144,91,47,79,43,7,1,0,1,1,0,0,1,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau lokaal bij de Michaëlkerk,0058::SB11,,899,720,0,4,231,97,73,88,129,26,35,19,7,7,0,6,1,0,0,1,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau dorpshuis De Nije Pôle,0058::SB12,,242,210,1,2,74,41,17,20,7,11,20,10,5,3,0,1,1,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau dorpshuis De Terpring,0058::SB13,,270,199,1,0,38,40,26,36,28,12,7,5,3,0,0,3,1,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau dorpshuis De Jister,0058::SB14,,683,470,0,0,190,49,51,34,58,20,29,18,10,9,0,1,1,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau lokaal bij de PKN kerk,0058::SB15,,444,312,0,2,100,50,34,37,31,18,20,8,4,7,0,2,1,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau dorpshuis d'Ald Skoalle,0058::SB16,,553,384,0,0,118,67,37,53,26,34,30,8,3,1,0,1,6,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Sintrum,0058::SB17,,1261,915,0,2,206,230,113,93,149,44,30,26,14,2,0,6,1,0,1,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau lokaal De Gearkomst,0058::SB19,,279,225,0,0,82,27,34,13,20,4,37,2,1,5,0,0,0,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau verzorgingshuis De Skûle,0058::SB20,,724,526,0,0,176,90,51,64,55,21,39,15,3,5,0,5,1,0,0,1,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau lokaal De Wynroas,0058::SB21,,396,301,0,0,113,37,36,15,57,8,17,9,6,3,0,0,0,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau gebouw Elim,0058::SB22,,175,133,0,0,40,21,15,23,11,7,11,2,1,1,0,0,1,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau dorpshuis De Nespel,0058::SB23,,316,247,0,1,80,34,19,27,37,14,16,14,4,1,0,0,1,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau gebouw Nij Sion,0058::SB24,,341,261,0,0,114,35,25,33,20,14,14,2,2,1,0,0,1,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau dorpshuis De Terp,0058::SB25,,687,488,0,0,193,56,47,60,55,27,26,18,0,0,0,5,1,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau café Fryslân,0058::SB26,,146,150,0,0,47,28,13,21,18,8,10,4,0,1,0,0,0,0,0,0,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau verzorgingshuis Spiker,0058::SB27,,1052,743,0,1,228,118,93,62,103,20,68,26,7,12,0,3,0,0,2,1,0
Leeuwarden,Dongeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau dorpshuis De Pipenâle,0058::SB28,,292,186,0,0,40,26,21,18,25,16,23,6,4,5,0,0,1,0,0,1,0
