contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadskantoor,0796::SB1,,1463,1397,1,3,110,257,100,451,137,144,7,162,18,0,1,5,0,0,0,2,3
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadsbibliotheek,0796::SB2,,1323,1426,6,3,125,296,158,350,66,208,11,170,20,1,0,3,10,0,2,0,6
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonzorgcentrum Antoniegaarde,0796::SB3,,1429,1018,1,1,120,228,108,205,104,118,6,95,20,2,0,8,2,1,0,1,0
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Het Bossche Broek,0796::SB5,,1456,1100,1,4,88,187,85,330,53,151,6,160,28,1,0,4,3,0,0,0,4
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Nutsschool L.W. Beekman,0796::SB6,,954,877,1,0,78,167,70,229,32,141,7,133,14,0,0,0,4,0,0,1,1
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verkadefabriek,0796::SB7,,1195,849,2,0,37,193,124,139,74,146,5,105,12,0,0,3,7,0,0,1,3
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woon- en Zorgcentrum Nieuwehagen,0796::SB8,,1170,678,1,2,92,152,110,100,76,75,4,46,11,1,0,9,0,1,0,0,1
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadsarchief,0796::SB9,,1305,999,1,1,75,193,110,234,87,111,6,145,24,3,0,4,4,1,0,1,1
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Scouting Lucas,0796::SB10,,1402,934,0,2,80,204,153,146,140,94,6,89,12,0,0,0,6,0,1,2,1
's-Hertogenbosch,'s-Hertogenbosch,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Zuiderschans,0796::SB11,,1453,1276,2,4,307,169,87,331,106,101,15,136,10,0,0,1,10,0,1,2,0
