contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Raadhuis,0824::SB1,,1185,831,0,0,147,133,89,274,77,35,5,66,3,0,0,0,1,0,0,1,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""De Vloet""",0824::SB2,,1135,895,0,0,221,107,87,278,80,37,9,64,5,2,0,1,3,1,0,0,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Atelier ""De Krekul""",0824::SB3,,1317,895,1,1,113,148,100,224,172,46,5,64,8,0,0,9,4,0,0,1,1
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Wijkcentrum ""De Waterhoef""",0824::SB4,,1202,1034,0,1,152,136,90,337,166,52,14,70,5,0,0,7,2,0,0,3,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""De  Levenskerk""/ ""De Luifel""",0824::SB5,,1058,1137,0,1,222,148,81,368,115,70,7,103,12,2,0,3,1,1,1,3,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Trefcentrum ""De Bunders""",0824::SB6,,1099,1116,1,2,220,98,52,465,92,53,16,103,12,0,0,2,2,0,1,0,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Ontmoetingscentrum ""De Coppele""",0824::SB7,,1023,928,2,2,140,182,157,121,212,52,9,36,10,0,1,5,2,0,0,0,1
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 2College Durendael,0824::SB8,,1202,709,1,1,143,88,61,190,92,51,3,68,8,1,0,1,1,0,0,1,1
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Basisschool ""De Molenhoek""",0824::SB9,,1236,808,0,1,128,116,85,255,112,38,10,51,6,0,0,2,2,0,0,3,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Wijkcentrum ""Pannenschuur""",0824::SB10,,1169,938,3,1,82,186,157,180,174,51,7,63,22,0,0,8,1,0,0,6,1
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkhovense Molen,0824::SB11,,994,734,2,0,109,113,121,149,122,37,3,66,9,0,1,0,0,0,0,4,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Openb.Basissch""De Wingerd""",0824::SB12,,938,748,0,2,63,167,113,129,145,49,6,63,4,0,0,4,3,0,0,2,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Café De Knuistboom,0824::SB13,,1423,882,1,1,141,151,122,174,154,44,7,68,13,1,0,3,4,0,0,0,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Verz.huis ""De Reuselhof"",Moergestel",0824::SB14,,1287,917,1,1,261,100,91,250,103,29,5,60,6,0,0,7,4,0,0,1,0
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Park ""Stanislaus""",0824::SB15,,1702,1144,0,3,277,183,110,304,122,45,7,76,5,0,0,8,4,0,0,1,2
Tilburg,Oisterwijk,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Den Boogaard, Moergestel",0824::SB16,,1737,1558,0,5,429,195,174,368,180,68,12,101,16,1,0,7,2,0,0,4,1
