contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""Aelsmeer""",0358::SB1,,1628,1672,0,4,300,211,63,615,199,77,67,97,16,11,1,10,3,0,1,1
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kinderhof De Dolfijn,0358::SB2,,1764,1304,0,0,236,162,47,527,130,55,39,91,12,0,0,4,0,0,0,1
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wellantcollege Westplas,0358::SB3,,1494,985,3,3,174,157,56,307,97,61,39,68,10,6,0,6,3,0,1,0
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Rode Kruisgebouw,0358::SB4,,1468,1046,0,1,188,153,61,263,193,59,44,54,17,4,1,7,2,0,0,0
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Seringenhorst,0358::SB5,,1500,1178,3,2,201,142,73,335,150,64,73,94,21,13,0,7,1,0,1,3
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau NH Wijkcentrum 't Anker,0358::SB6,,1715,1219,0,1,222,98,50,464,177,54,49,64,14,14,0,11,1,0,1,0
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Gebouw Mikado, ingang bilbliotheek",0358::SB7,,1298,955,1,0,94,122,41,412,124,36,33,71,11,3,0,5,1,0,1,1
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis Hornmeer,0358::SB8,,1396,1383,5,3,250,190,72,387,210,73,58,114,15,6,0,4,1,0,1,2
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau p.c.b.s. ""De Graankorrel""",0358::SB9,,1293,1617,1,4,270,219,112,436,297,65,82,84,25,2,1,15,5,0,2,2
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Antonius,0358::SB10,,1760,1084,2,0,142,144,81,395,162,32,21,71,15,2,3,10,4,0,1,1
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubgebouw VZOD,0358::SB11,,1764,1343,2,1,210,154,86,465,217,53,25,104,12,6,0,8,1,0,1,1
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek,0358::SB12,,1606,1458,1,21,155,174,77,614,174,77,34,119,23,2,0,5,2,0,2,0
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Mikado De Zuidooster,0358::SB13,,1431,1228,2,1,164,144,86,435,213,63,25,63,13,8,0,11,0,1,2,0
Haarlem,Aalsmeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau r.k.b.s. Antonius,0358::SB14,,1526,974,1,1,132,100,62,369,156,38,24,75,8,4,0,2,4,0,0,0
