contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Alde Steeg,0209::SB1,,1398,815,0,1,152,151,87,163,120,62,11,54,7,0,0,4,1,0,1,0,2
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Rode Kruis gebouw,0209::SB2,,1366,1247,0,0,225,213,131,295,208,55,10,90,10,0,0,7,1,0,0,1,1
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School de Dromedaris,0209::SB3,,1507,1351,0,0,131,171,122,538,187,70,11,104,10,0,0,5,0,0,0,2,0
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School de Peppel,0209::SB4,,1526,1403,0,2,163,250,200,342,223,86,17,105,8,0,0,6,1,0,0,0,2
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School 't Schrijverke,0209::SB5,,1539,1227,1,1,73,247,207,227,301,60,9,69,13,4,0,12,4,0,0,1,0
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School de Beundert,0209::SB6,,1540,1136,2,0,132,197,151,266,218,60,12,73,12,4,0,5,3,0,0,2,1
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verpleeghuis Waelwick,0209::SB7,,1219,891,1,2,176,147,157,146,145,48,5,55,4,0,0,1,3,1,0,3,0
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zaal de Ouwe Deeg,0209::SB8,,1423,1099,0,0,164,165,170,243,201,55,6,68,13,1,0,7,2,2,0,2,0
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis de Kloosterhof,0209::SB9,,939,959,0,1,113,198,170,156,193,62,2,44,11,2,0,5,1,0,0,2,0
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Overmars,0209::SB10,,742,704,1,0,182,119,79,143,100,37,3,25,6,0,1,5,2,0,0,2,0
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School de Hoeven,0209::SB11,,1390,933,3,0,110,205,150,188,140,57,7,60,5,0,0,7,2,0,0,1,1
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Lèghe Polder,0209::SB12,,1402,811,1,2,99,160,113,133,184,44,1,52,6,2,0,14,1,0,1,1,0
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal Tinnegieter,0209::SB13,,1535,1131,1,3,86,239,211,186,227,75,9,73,13,0,0,6,2,1,0,3,0
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zaal 't Centrum,0209::SB14,,1021,543,0,0,92,95,71,114,85,48,3,25,7,0,0,1,2,0,0,0,0
Nijmegen,Beuningen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Paulus,0209::SB15,,883,581,0,2,127,82,76,130,99,25,0,29,5,1,0,6,0,0,0,1,0
