contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ver.geb. Pro rege Oostburg,1714::SB1,,1827,1126,0,0,206,192,150,197,194,54,32,63,11,15,0,5,5,0,1,1
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sociaal Cultureel Centrum den Hoekzak,1714::SB2,,1919,1511,2,2,251,325,187,298,226,76,20,75,25,8,0,15,3,0,1,1
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Multifunctioneel gebouw Zuidzande,1714::SB3,,438,346,1,0,68,62,35,84,55,18,5,11,4,0,1,1,0,0,1,1
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw 't Zwin Cadzand,1714::SB4,,586,652,0,0,111,112,49,201,73,41,9,40,8,0,0,6,1,0,1,0
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Nieuwvliet,1714::SB5,,340,322,1,0,55,39,23,103,32,24,9,30,1,2,0,3,1,0,0,0
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Multifunctioneelcentrum 't Torentje Groede,1714::SB6,,845,674,0,0,79,128,82,162,101,44,17,30,10,7,0,10,3,0,0,1
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brandweerkazerne Breskens,1714::SB7,,1938,1202,1,2,131,211,105,301,314,34,17,53,9,8,0,18,0,0,1,0
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hooge Platen Breskens,1714::SB8,,1867,1457,0,2,174,325,162,311,308,54,28,44,17,4,0,24,4,0,0,2
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Hoofdplaat,1714::SB9,,621,426,0,0,65,70,47,77,111,17,9,9,5,6,0,9,0,0,1,0
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Huize Emmaus IJzendijke,1714::SB10,,1816,1349,1,4,256,243,107,318,217,81,14,54,16,14,0,23,2,0,3,1
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hoofdingang Prot. Kerk Schoondijke,1714::SB11,,1131,796,1,3,129,174,90,133,134,38,23,37,9,16,0,7,2,0,1,3
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Waterlandkerkje,1714::SB12,,425,338,0,0,47,64,29,69,54,21,6,18,10,15,0,4,1,0,0,0
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Aardenburg,1714::SB13,,1789,1292,2,3,235,249,136,300,221,63,7,50,15,3,0,10,2,0,0,1
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis St. Kruis,1714::SB14,,228,185,1,0,51,17,15,60,23,1,2,9,2,3,0,2,0,0,0,0
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Eede,1714::SB15,,538,377,0,0,110,42,18,77,86,13,8,11,7,0,0,5,0,0,0,0
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau MFC de Keure Sluis,1714::SB16,,1629,1157,1,2,204,206,71,359,177,54,9,55,14,1,0,6,1,0,0,0
Middelburg,Sluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Retranchement,1714::SB17,,265,322,1,0,59,75,24,80,41,13,5,17,3,0,0,4,1,0,0,0
