contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 1. Gemeentehuis,0175::SB1,,1012,1019,0,4,291,154,74,170,102,57,112,36,7,15,0,1,0,0,0,0,0
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 2. Jeugdgebouw ""de Schakel""",0175::SB2,,1157,977,0,0,384,141,61,155,94,29,53,37,11,3,0,8,0,0,0,0,1
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 5. Ver.gebouw ""de Garve""",0175::SB5,,913,707,2,2,233,53,40,87,75,15,159,11,5,21,0,7,1,0,0,0,0
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 6. Rest. ""de Bootsman""",0175::SB6,,706,544,2,0,188,61,20,125,66,20,34,13,3,8,0,4,2,0,0,0,0
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 7. Gebouw ""Irene""",0175::SB7,,831,658,0,0,240,53,30,120,59,30,73,28,9,9,0,3,2,0,0,1,1
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 14. Cult.Centr. ""Carrousel""",0175::SB14,,981,824,1,0,171,150,71,89,67,40,149,58,8,14,0,4,1,0,0,1,1
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 15. Wooncentrum ""Nijenhaghen""",0175::SB15,,1317,1122,1,0,292,187,105,162,85,47,155,56,11,10,0,4,6,0,0,2,0
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 16. Rest. ""de Wildzang""",0175::SB16,,753,810,0,2,237,105,32,214,64,38,47,56,7,6,0,0,2,0,0,2,0
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 17. Kerkelijk Centrum ""de Kern""",0175::SB17,,1007,763,0,0,240,107,45,138,84,19,74,34,6,11,0,3,0,0,0,1,1
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 18. Verz.centrum ""Oldenhaghen""",0175::SB18,,1017,762,1,1,325,120,44,83,43,14,98,22,2,8,0,1,1,0,0,1,0
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 19. Rest. ""de Nieuwe Brug""",0175::SB19,,812,529,0,0,174,59,23,154,32,13,27,29,4,6,0,2,5,0,0,1,0
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 20. Hervormd Centrum,0175::SB20,,1124,716,1,1,191,91,77,109,84,26,95,29,8,4,0,0,2,0,0,0,0
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 21. Sportzaal ""de Slaghen""",0175::SB21,,935,1036,1,0,248,132,84,203,84,52,148,62,10,5,0,7,1,0,0,0,0
Zwolle,Ommen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 22. LARCOM,0175::SB22,,936,558,0,0,140,69,32,138,57,19,70,20,3,4,0,1,1,0,0,3,1
