contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis Heiloo,0399::SB1,,2015,1844,2,6,204,351,103,590,172,160,15,178,37,1,2,16,11,0,0,2,2,0
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Basisschool ""Paulus""",0399::SB2,,1381,1161,0,1,137,199,89,351,129,116,11,94,25,0,1,2,3,0,0,1,3,0
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Basisschool ""de Springschans""",0399::SB3,,2013,1741,0,2,243,370,108,428,170,198,10,170,18,3,0,14,5,2,0,2,0,0
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bowling Heiloo,0399::SB4,,1132,937,0,0,156,151,61,276,119,71,9,70,10,1,0,6,5,0,0,2,0,0
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Wijkgebouw ""Ypsalon""",0399::SB5,,1888,1348,1,1,148,255,83,441,139,96,7,144,19,2,0,6,4,0,0,4,0,0
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lokatie PCC Heiloo,0399::SB6,,2132,1784,1,2,258,295,85,628,140,122,16,175,42,2,0,10,8,0,0,1,2,0
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""Overkerck""",0399::SB7,,1757,1579,0,4,310,372,118,331,138,119,25,121,25,0,0,13,4,1,1,1,0,0
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Basisschool  ""de Zuidwester""",0399::SB8,,1908,1474,1,1,127,343,110,383,150,143,8,176,21,0,0,10,2,0,0,1,0,0
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""De Loet""",0399::SB9,,1355,1155,2,1,180,217,60,318,99,103,24,117,16,2,0,8,8,1,0,1,1,0
Den Helder,Heiloo,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau R.K. Basisschool ""Willibrord""",0399::SB10,,1715,1299,1,2,177,290,97,331,139,112,9,117,14,4,0,3,5,0,0,0,1,0
