contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau gemeentehuis,1955::SB1,,1524,1273,0,0,209,254,149,259,241,54,15,67,15,0,0,6,3,0,0,0,1,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ActionSportcentre,Vincwycw.1A,Didam",1955::SB2,,1579,987,0,0,204,203,116,180,182,34,2,50,10,0,0,6,0,0,0,0,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal de Muizenberg,1955::SB3,,1851,1456,2,0,255,273,248,213,274,79,2,82,9,0,0,9,8,0,1,3,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cafe-restaurant Uniek,1955::SB4,,1987,1548,0,3,287,264,166,335,294,73,8,85,20,0,0,9,1,0,0,3,3,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum voormalig Kelsehof,1955::SB5,,1881,1258,0,2,299,290,171,152,238,40,6,41,12,0,0,5,3,0,0,1,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw de Zomp,1955::SB6,,1324,1028,4,0,373,105,84,192,177,39,5,36,6,0,0,10,1,0,0,0,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw de Meikever,1955::SB7,,1438,1060,1,3,329,131,96,173,244,38,6,28,7,0,0,7,1,0,0,0,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum St. Gertrudis,1955::SB8,,1881,1411,1,5,215,296,177,269,275,66,4,75,22,1,0,8,2,0,0,0,1,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau het Willem van den Berghcentrum,1955::SB9,,1633,1085,0,1,145,221,131,213,242,43,10,59,8,1,1,7,1,0,0,1,2,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woningstichting Bergh,1955::SB10,,1579,1003,1,6,104,237,125,136,290,40,10,30,11,3,0,7,4,2,2,2,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Lengel,1955::SB11,,1370,888,1,4,118,138,137,221,170,46,4,35,9,0,0,6,4,0,0,0,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Zeddam,1955::SB12,,910,1024,0,0,249,190,103,222,144,50,3,45,4,1,1,9,2,0,0,0,1,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kantine voetbalvereniging Stokkum,1955::SB13,,904,726,0,0,187,113,68,137,135,29,4,38,5,0,0,3,6,0,1,0,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau zaal De Olde Boerderi-je,1955::SB14,,1043,787,0,0,195,141,59,149,148,32,4,38,5,1,0,7,6,1,1,0,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Averhof,1955::SB15,,1244,966,1,1,235,141,100,202,189,45,10,30,7,0,0,5,2,0,0,0,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Partycentrum  De Dèèl,1955::SB16,,798,644,0,0,158,81,73,134,132,20,5,26,8,0,0,6,1,0,0,0,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau zaal van 't Kelrehuus,1955::SB17,,1153,868,0,6,245,162,114,133,134,25,4,31,14,0,0,2,0,2,0,0,2,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau clubgebouw voetbalverening Azewijn,1955::SB18,,586,475,0,0,162,71,31,106,54,17,3,21,4,0,0,3,0,2,1,0,0,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau hal Waverlo/Meulenvelden,1955::SB19,,1493,1120,1,6,305,232,130,115,196,49,13,55,15,0,0,2,3,0,0,1,4,0
Arnhem,Montferland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""Sydehem"" Benedendorpsstraat 35 Zed",1955::SB20,,1161,597,0,0,105,118,63,130,108,26,2,33,4,0,0,5,1,0,0,1,0,1
