contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 01 - Trefcentrum,0951::SB1,,1208,959,0,5,141,154,145,106,276,79,3,33,7,0,0,12,3,0,0,0,0
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 02 - Basisschool de Bolster,0951::SB2,,1479,1113,1,1,124,188,152,177,294,91,6,36,23,1,0,11,8,0,1,1,0
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 04 - Stichting Kinderopvang Nuth,0951::SB3,,1021,574,3,1,66,111,98,68,157,24,4,22,13,0,0,9,2,0,0,0,0
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 05 - Kantine tennisclub Nuth,0951::SB4,,865,662,0,0,89,93,69,131,177,38,4,26,13,1,0,15,4,0,0,0,2
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 06 - Basisschool St. Servatius,0951::SB5,,813,621,3,1,103,71,72,83,233,22,4,18,7,3,0,3,1,0,0,0,1
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 07 - Gemeenschapshuis Wijnandsrade,0951::SB6,,1371,1110,0,0,171,215,118,192,237,82,10,43,22,0,0,11,5,0,0,0,4
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 08 - Gemeenschapshuis Schimmert,0951::SB7,,1226,991,1,4,250,122,73,201,234,41,7,38,11,0,0,13,0,0,0,1,0
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 10 - Zaal 't Weverke,0951::SB8,,1354,1145,2,0,276,160,103,194,242,69,4,58,13,2,3,20,1,0,0,0,0
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 11 - Zorgcentrum Panhuys,0951::SB9,,1607,1299,5,0,229,205,157,162,346,74,8,56,30,0,0,27,4,1,0,0,0
Maastricht,Nuth,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 13 -Kantine Voetbalvere. Hulsberg,0951::SB10,,1686,1339,1,2,211,169,141,238,364,84,8,58,11,1,1,51,1,0,0,1,0
