contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau D'r Brikkoave,0899::SB1,,1524,1501,4,3,291,258,153,211,462,43,17,36,17,0,0,12,1,0,0,0,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Parochiezaal Gregoriuskerk,0899::SB2,,1439,1108,2,2,174,181,156,102,360,46,14,39,18,1,0,14,3,0,0,0,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zaal café de Kroeg,0899::SB3,,940,673,2,1,40,115,116,58,290,22,4,12,8,0,0,7,0,0,0,0,1
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verpleeghuis Schuttershof,0899::SB4,,1170,782,0,0,104,111,108,76,277,36,10,28,13,0,0,11,8,0,0,0,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Meander,0899::SB5,,1802,1030,1,1,46,192,163,56,469,48,1,19,24,0,0,10,1,0,0,0,1
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Huize Louise,0899::SB6,,1542,1056,6,2,140,201,162,83,337,56,3,36,14,2,0,14,7,0,0,0,1
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Speeltuingebouw Buschkesberg,0899::SB7,,1107,718,0,2,76,109,99,101,232,33,29,16,10,1,0,8,4,0,0,0,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sportzaal Terborchstraat,0899::SB8,,1138,766,2,1,75,108,115,73,295,40,7,26,16,0,1,7,2,0,1,0,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw De Burcht,0899::SB9,,1230,933,0,0,94,129,150,89,362,45,13,25,11,2,1,6,4,0,0,2,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Parochiezaal Barbarakerk,0899::SB10,,1187,1008,3,2,118,166,179,99,311,60,17,37,11,2,0,4,4,0,0,0,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Casino Treebeek,0899::SB11,,827,617,3,0,31,130,131,33,211,21,15,20,11,2,0,10,1,1,0,0,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool St. Franciscus,0899::SB12,,1530,1143,0,0,82,174,164,179,385,55,20,39,18,0,0,15,7,0,1,1,3
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Emmastaete,0899::SB13,,1948,1245,4,4,160,203,161,163,366,65,35,47,20,5,0,10,8,0,0,2,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Fatima,0899::SB14,,2034,1424,2,2,134,219,210,222,470,62,8,53,20,0,2,18,5,0,0,1,0
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Microhal,0899::SB15,,1713,868,2,1,72,134,146,62,362,43,10,17,13,0,0,6,2,0,0,0,1
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Microhal,0899::SB16,,1346,845,1,2,85,172,123,63,306,41,7,18,12,1,0,8,4,2,0,1,2
Maastricht,Brunssum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Titus Brandsma,0899::SB17,,979,800,2,1,104,119,106,146,204,50,5,36,16,0,0,10,1,0,0,0,3
