contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Vredewold,0022::SB1,,1906,1283,1,4,223,380,143,167,136,56,93,51,13,13,0,7,1,0,0,0,0
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau PKN De Hoeksteen,0022::SB2,,1688,1242,0,3,247,306,126,143,149,60,124,51,14,18,0,1,1,0,0,0,2
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dienstencentr. De Schutse,0022::SB3,,1740,1467,0,2,189,486,171,158,164,87,129,48,15,7,0,5,7,0,0,0,1
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Tolbert,0022::SB5,,1714,1472,2,4,149,418,166,253,149,93,115,92,12,10,0,7,4,0,2,1,1
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wooncentr.Tolberterheem,0022::SB6,,1636,984,1,2,146,292,97,133,79,86,67,59,7,7,0,3,8,0,0,0,0
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Groene Borg,0022::SB7,,1143,795,1,1,190,139,55,147,121,40,52,23,8,7,0,11,2,0,0,0,0
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubgebouw 't Sierdhuus,0022::SB8,,1013,800,0,0,162,189,91,130,84,39,44,35,8,11,0,2,2,0,1,2,0
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gasterij Het Theehuis,0022::SB9,,787,650,0,0,97,114,29,171,64,47,73,38,7,4,0,3,1,0,0,1,1
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Gavehuis,0022::SB10,,499,416,0,2,43,112,37,62,73,43,26,13,3,1,0,3,0,0,0,0,0
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Geref.Basisschool 't Klimop,0022::SB11,,259,222,0,0,16,26,13,10,16,24,97,6,3,10,0,0,1,0,0,0,0
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sportcentrum Leek,0022::SB12,,1713,1444,2,1,173,352,133,277,148,111,121,109,6,3,1,0,5,0,2,3,0
Groningen,Leek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sportpark Oostindie,0022::SB13,,667,596,0,1,87,100,47,172,42,38,55,39,6,5,0,4,1,0,0,0,0
