contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek Castricum,0383::SB1,,1852,1686,2,3,228,380,122,399,135,199,23,165,26,0,0,4,3,0,0,0,1,1
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Maranathakerk,0383::SB3,,1813,1686,2,2,204,380,125,404,120,195,8,194,35,1,0,5,12,0,1,1,1,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Kern,0383::SB4,,1739,1421,1,1,186,269,124,374,174,134,9,115,18,0,0,11,4,0,1,0,2,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Boogaert,0383::SB5,,1373,1105,1,1,190,246,86,247,84,114,9,98,15,2,0,7,6,0,0,1,0,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Toermalijn,0383::SB6,,1284,1206,2,0,109,287,87,302,123,127,15,128,14,1,0,6,2,0,0,2,1,2
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Klimop,0383::SB7,,1805,1367,2,0,130,311,143,383,142,90,15,120,15,2,0,7,7,0,0,1,1,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Visser 't Hooftschool,0383::SB9,,1884,1326,0,1,155,291,91,356,153,117,8,119,19,1,0,6,9,0,0,1,0,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Rode Kruisgebouw,0383::SB10,,1784,1518,1,2,217,318,122,340,188,130,20,141,21,2,0,7,11,0,0,0,1,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Santmark,0383::SB11,,1763,1267,0,0,180,293,119,280,141,113,13,94,17,0,0,3,8,1,0,4,1,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hotel Borst,0383::SB13,,2272,1810,4,2,225,367,148,438,186,175,17,192,38,1,0,6,14,0,0,2,1,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Kruispunt,0383::SB14,,2030,1699,0,2,280,260,173,452,253,105,13,116,12,4,0,25,4,0,0,2,0,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Centrum ""De Lelie""",0383::SB15,,1777,1288,0,2,220,189,93,369,205,90,12,73,17,0,0,13,3,0,1,1,0,2
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Pax Christi,0383::SB17,,1863,1533,0,0,265,216,132,428,207,116,5,114,19,4,1,12,8,0,1,3,2,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek,0383::SB18,,1596,1533,0,3,247,194,98,501,194,94,20,145,15,0,0,12,11,0,0,0,1,1
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Cameren,0383::SB19,,1838,1331,0,6,298,176,89,422,150,82,10,84,8,0,0,7,2,0,0,1,2,0
Den Helder,Castricum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau mobiel stembureau,0383::SB20,,0,476,0,0,33,116,35,111,36,63,5,66,5,0,0,1,4,0,0,1,0,0
