contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw De Wurf,0532::SB1,,1742,1291,0,1,314,138,135,315,240,49,6,59,14,1,0,14,5,0,0,1,0,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Stek,0532::SB2,,1514,1220,0,1,213,141,105,372,205,61,12,73,21,0,0,10,4,0,0,3,0,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0532::SB3,,1512,1432,3,2,239,222,157,306,262,96,15,83,20,6,1,13,8,1,0,0,3,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Klimop,0532::SB4,,1827,1456,2,2,239,226,148,435,202,67,10,77,19,3,0,20,9,0,0,1,0,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stichting Het Vereenigingsgebouw,0532::SB5,,1762,1240,3,2,248,180,106,321,208,59,11,65,17,6,1,11,5,1,0,0,1,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Vierspan locatie De Wendel,0532::SB6,,1571,1012,0,4,136,147,158,228,202,37,18,42,21,3,0,13,0,1,3,2,1,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stichting Peuterspeelzalen SB,0532::SB7,,1279,1049,0,4,120,173,153,219,225,62,13,51,11,7,0,6,6,0,0,2,1,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau SBO 't Palet Bovenkarspel,0532::SB8,,1752,1215,2,2,94,235,174,232,286,75,34,62,14,0,0,4,3,2,0,0,0,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau R.K. Jenaplan Basisschool De Hussel,0532::SB9,,1670,1227,0,2,126,255,163,226,248,70,20,79,15,4,0,12,8,0,0,1,0,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Vierspan locatie De Woud,0532::SB10,,1410,1032,0,0,86,185,147,231,211,59,14,58,15,1,0,12,8,0,3,0,2,0
Den Helder,Stede Broec,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mobiel stembureau,0532::SB11,,0,66,0,0,26,13,2,7,11,1,1,3,1,1,0,0,0,0,0,0,0,0
