contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum Maria M Postel, Kerkplein 3, Gendringen",1509::SB1,,1848,1407,3,1,292,248,199,268,212,59,24,82,15,1,2,5,0,0,0,0,0,0
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Sportzaal Prinsenhof, Prinsenhof 2A, Gendringen",1509::SB2,,1694,1288,0,1,324,228,188,183,183,56,25,75,17,2,0,3,2,0,1,0,1,0
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Drufabriek, Hutteweg 24, Ulft",1509::SB3,,2269,1672,1,4,336,361,225,276,243,69,13,98,21,0,1,21,6,0,0,0,2,0
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau RK Basisschool Mariaschool, Neptunus 8, Ulft",1509::SB4,,1964,1548,0,0,271,319,220,280,251,71,4,112,10,0,0,4,4,0,0,1,1,0
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Clubgebouw ""de Eendracht"", Dr Ariënsstraat 5A, Ulft",1509::SB5,,1905,1260,2,6,209,274,196,171,260,53,6,55,15,3,0,5,7,0,1,3,2,0
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau RK Basisschool ""de Dobbelsteen"", Hofstraat 23, Ulft",1509::SB6,,2043,1478,6,0,271,365,224,194,268,49,3,76,15,1,0,5,5,0,0,1,0,1
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Gildegebouw, Woldenburgseweg 1, Netterden",1509::SB7,,349,309,0,0,117,25,21,46,66,10,2,14,8,0,0,0,0,0,0,0,0,0
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Glazeren Kast, Oudekerkstraat 2, Etten",1509::SB8,,1440,1176,0,2,339,178,104,248,172,48,10,48,9,2,0,7,6,2,3,0,0,0
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Clubgebouw GWVV, Hoofdstraat 29A, Varsselder",1509::SB9,,585,476,0,0,169,58,54,79,54,14,7,34,2,0,0,1,3,0,1,0,0,0
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Café-restaurant Koenders, Terborgseweg 61, Breedenbroek",1509::SB10,,803,638,0,0,310,57,56,93,45,30,12,26,3,1,0,3,1,0,0,1,0,0
Arnhem,Oude IJsselstreek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Serre/cafë Ter Voert, Oranjeplein 1, Megchelen",1509::SB11,,807,633,0,0,227,68,59,130,100,19,7,13,7,1,0,2,0,0,0,0,0,0
