contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Streekmuseum De Oude Wolden,0007::SB1,,500,430,0,0,33,99,77,58,95,30,4,19,6,2,0,1,6,0,0,0,0
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Steunstee Reiderstee,0007::SB2,,910,617,0,0,40,179,136,58,146,27,2,10,15,0,0,3,1,0,0,0,0
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brandweerkazerne,0007::SB3,,747,589,1,1,21,183,100,107,98,32,18,18,10,0,0,0,2,0,0,0,0
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis De Brug,0007::SB4,,561,435,0,0,12,101,79,48,108,38,7,9,19,4,0,6,3,0,0,0,1
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkje,0007::SB5,,142,145,0,0,16,38,20,38,17,10,1,5,0,0,0,0,0,0,0,0,0
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis 't Ganzenust,0007::SB6,,686,491,0,0,42,156,69,56,89,31,17,16,7,5,0,2,0,0,1,0,0
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau MFA Noabershoes,0007::SB7,,561,370,0,1,22,92,60,23,96,28,12,10,15,4,0,1,7,0,0,0,0
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Blanckenborg,0007::SB8,,823,536,0,0,46,242,67,50,78,16,13,16,5,0,0,0,1,0,2,0,0
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau c.b.s. De Loopplank,0007::SB9,,401,341,0,0,34,71,49,72,60,21,4,14,7,0,0,5,1,1,1,1,0
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0007::SB10,,867,666,1,0,41,220,106,109,91,37,21,25,14,0,0,0,0,0,2,0,0
Groningen,Bellingwedde,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Oude Wapen,0007::SB11,,1211,899,0,0,84,237,113,198,153,33,25,38,7,3,0,4,0,0,4,0,0
