contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau 't Olderloug, Sl.diep 3, Slochteren",0040::SB1,,1623,1294,1,3,124,248,120,197,122,78,291,61,20,24,0,2,4,0,2,1,0
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Meent, H.G.Borg.str.52, Schildwolde",0040::SB2,,1390,1055,3,0,96,211,101,178,110,61,212,57,7,15,1,2,4,0,0,0,0
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Ufkenshuis, R. Dijkemastr. 1, Siddeburen",0040::SB3,,1606,1152,0,0,229,264,127,175,158,73,62,29,13,4,0,14,3,1,0,0,0
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Plaaisterploats,Hoofdweg 65a,Tjuchem",0040::SB4,,405,285,0,0,37,71,26,59,40,14,11,10,14,0,0,1,0,0,0,2,0
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""De Pompel"", Meerweg 16, Overschild",0040::SB5,,492,373,0,0,41,76,36,66,46,33,31,16,11,12,0,4,1,0,0,0,0
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Borgstee,Dorpshuisweg 36, Harkstede",0040::SB6,,1697,1590,1,0,129,453,132,296,164,152,116,109,21,11,0,4,1,0,2,0,0
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis, Hoofdweg 81a te Kolham",0040::SB7,,1127,810,2,1,47,246,98,134,135,51,46,31,10,4,0,4,3,0,1,0,0
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Ruitenvelder,Ruitenweg 39,Froombosch",0040::SB8,,896,679,0,3,50,196,74,124,107,54,20,31,9,2,0,5,5,0,0,1,1
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Rehoboth, Oudeweg 70 te Siddeburen",0040::SB9,,1395,1104,2,1,186,258,120,160,187,53,65,39,11,9,0,11,4,0,0,1,0
Groningen,Slochteren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""Mooi Boudel"", Hoofdweg 68,Scharmer",0040::SB10,,1326,789,0,4,55,213,68,212,74,57,24,70,10,1,1,3,0,0,0,1,0
