contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Raadhuis,0397::SB1,,1108,1423,0,0,171,266,77,479,105,87,13,192,24,0,0,4,2,0,1,2
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Heemhaven,0397::SB2,,1122,953,0,5,132,113,37,389,59,73,12,125,8,1,0,0,2,0,1,1
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Casca Het Honk,0397::SB3,,918,573,0,0,67,96,50,159,77,43,8,58,8,0,0,4,3,0,0,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Huize Bosbeek,0397::SB4,,1070,792,0,3,142,173,52,174,61,66,15,83,14,0,0,3,8,0,0,1
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Princehof 2,0397::SB5,,1008,738,0,1,79,152,53,181,124,51,17,67,9,3,0,0,2,0,0,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Schoolgebouw,0397::SB6,,1360,1074,2,1,138,192,43,327,101,87,13,147,19,1,0,1,3,1,0,1
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Evenaar,0397::SB7,,989,1008,1,1,116,190,53,294,85,99,9,142,10,1,0,3,5,0,1,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Luifel,0397::SB8,,1011,857,0,1,163,141,43,275,77,57,8,68,11,3,0,7,4,0,0,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek,0397::SB9,,960,1144,1,0,121,179,60,447,81,72,8,147,17,2,0,1,4,2,1,2
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Overbos,0397::SB10,,939,898,2,4,174,176,35,253,74,63,8,85,21,1,0,3,2,1,1,1
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Crayenesterschool,0397::SB11,,1087,895,0,2,51,112,14,443,21,63,2,169,12,5,0,1,1,0,1,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bosch en Hoven school,0397::SB12,,997,816,0,3,59,118,16,382,24,64,3,139,10,1,0,0,0,0,0,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Station,0397::SB13,,1016,1173,0,2,118,209,19,476,42,96,13,181,9,2,0,2,2,2,1,1
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kennemerduin,0397::SB14,,1008,427,0,0,79,81,21,123,32,29,9,46,4,3,0,0,0,0,0,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Spaarne Ziekenhuis,0397::SB15,,880,960,0,2,114,111,13,444,35,48,12,167,9,2,1,1,2,1,0,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Welzijn Ouderen Heemstede,0397::SB16,,1089,506,2,2,54,76,22,166,49,48,4,79,5,0,0,2,1,0,0,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Voorwegschool,0397::SB17,,988,782,0,3,80,128,51,274,64,61,5,98,14,2,0,1,4,0,0,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Nicolaas Beetsschool,0397::SB18,,1010,677,1,1,66,96,31,239,70,47,10,100,11,1,1,2,1,0,2,0
Haarlem,Heemstede,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Princehof 1,0397::SB19,,1211,695,1,1,69,145,69,185,86,59,10,53,12,0,0,2,2,0,1,2
