contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpsherberg,0302::SB1,,1536,1389,1,5,306,111,44,355,125,52,152,78,14,144,1,2,5,0,0,0,0,0
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""De Bunterhoek""",0302::SB2,,1464,1148,0,1,287,56,19,193,108,28,162,21,3,265,0,3,3,0,0,0,0,0
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ds. A. van Stuijvenbergschool,0302::SB3,,1531,1330,0,1,264,124,46,167,166,25,179,30,10,309,0,4,3,1,0,0,0,2
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Chr. basisschool ""Da Costa""",0302::SB4,,1499,1282,0,1,247,126,104,190,225,32,172,28,3,138,0,13,0,0,1,1,2,0
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Chr. basisschool ""De Bron""",0302::SB5,,1734,1491,2,4,356,108,74,239,165,33,282,34,5,182,0,8,2,0,0,3,0,0
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Chr. basisschool ""De Morgenster""",0302::SB6,,1472,1140,0,0,217,129,71,136,171,37,201,22,8,137,0,6,0,0,0,0,0,5
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Chr. ZMLK-school ""De Wingerd""",0302::SB7,,1383,1167,0,0,225,102,73,207,118,27,187,38,12,174,0,3,1,0,0,0,0,0
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De basisschool ""Tweeluik""",0302::SB8,,1432,1183,2,2,189,151,60,199,148,37,153,29,9,201,0,2,3,0,0,0,1,1
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Chr. basisschool ""Petra""",0302::SB9,,1433,1135,0,1,216,133,79,142,159,27,187,24,13,147,0,4,1,0,0,2,1,0
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Boaz-Jachinschool,0302::SB10,,1449,1264,4,1,217,22,8,95,59,12,112,14,5,717,1,0,0,0,0,0,0,2
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dislocatie Da Costaschool Elspeet,0302::SB11,,1594,1433,0,5,250,22,28,86,67,6,160,13,6,787,0,2,2,0,0,2,0,2
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis ""De Wieken""",0302::SB12,,1502,1243,1,0,251,70,36,284,226,27,165,46,11,118,0,4,2,1,0,0,2,0
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis ""Horsterhoek""",0302::SB13,,588,537,0,0,98,79,25,145,68,18,27,27,18,31,0,0,1,0,0,0,0,0
Arnhem,Nunspeet,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zorgcentrum ""Seewende""",0302::SB14,,1340,947,0,0,217,48,31,139,93,11,171,21,6,202,0,6,1,0,0,0,1,0
