contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Coolsingel 40,0599::SB1,,1318,1426,2,3,64,283,78,435,172,127,16,213,21,0,1,6,2,1,0,4,3,0
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Goudseweg 17,0599::SB2,,2214,1246,6,3,60,311,103,253,251,95,11,119,36,1,0,3,1,0,0,0,2,0
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Raampoortstraat 15,0599::SB3,,2822,702,1,4,24,230,75,99,79,87,10,80,10,3,0,1,2,0,0,0,2,0
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Looiershof 1,0599::SB4,,1360,412,0,3,10,164,30,51,32,46,12,54,7,2,0,0,3,0,0,0,1,0
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Springerstraat 340,0599::SB5,,2038,1472,1,0,207,334,130,170,296,63,136,62,19,45,0,4,4,0,0,0,2,0
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cypruslaan 404,0599::SB6,,2323,2156,0,3,171,309,107,836,376,96,41,167,23,8,0,15,6,0,0,0,1,0
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Anna van Westrienenstraat 1,0599::SB7,,1613,948,0,5,33,255,87,128,137,120,15,130,24,3,0,1,6,0,2,2,5,0
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bergsingel 152,0599::SB8,,2131,1796,2,8,79,420,158,304,157,269,43,291,45,16,0,3,2,0,3,1,5,0
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cole Porterstraat 2,0599::SB9,,1488,998,0,1,79,177,84,253,227,58,20,74,15,1,0,4,4,0,0,2,0,0
Rotterdam,Rotterdam,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Schiedamse Vest 188,0599::SB10,,981,645,0,6,30,152,45,159,47,79,6,110,10,2,0,2,1,0,0,1,1,0
