contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau GEMEENTEHUIS,0737::SB1,,1551,1206,2,0,233,273,131,148,156,72,97,67,7,6,0,6,6,0,0,2,2
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau BERCHHIEM,0737::SB2,,1792,1286,1,2,298,313,149,167,140,67,85,39,10,7,0,4,5,0,0,1,1
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau VER GEBOUW DE STRYP,0737::SB3,,1394,1110,4,1,300,263,135,130,121,52,58,33,4,5,0,2,5,0,0,0,2
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau GLINSTRASTATE,0737::SB4,,1350,1193,1,2,370,272,106,153,87,56,92,34,8,6,0,1,4,0,4,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau LOKALITEIT GEREF.KERK (vrijgem.),0737::SB5,,592,351,2,2,79,65,26,48,57,10,36,13,1,13,0,2,1,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau DE BALSTIEN,0737::SB6,,1198,820,1,2,142,201,115,77,142,40,66,16,9,4,0,6,2,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau JISTRUM,0737::SB7,,703,528,0,1,116,95,47,50,104,23,49,23,5,12,0,3,1,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau EASTERMAR,0737::SB8,,1185,923,0,0,288,174,90,113,70,68,80,21,6,7,0,4,1,0,0,0,1
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau SUMAR,0737::SB9,,1059,748,0,0,210,145,92,51,140,36,39,18,1,3,0,11,2,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau GARYP,0737::SB10,,1446,1117,2,3,442,153,118,109,113,37,83,23,11,19,0,4,2,0,1,0,2
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau EARNEWALD,0737::SB11,,308,297,0,0,53,57,17,84,26,17,8,32,0,0,0,2,1,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau SUWALD,0737::SB12,,471,396,1,0,154,61,27,51,30,28,16,16,5,5,0,3,0,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau TYTSJERK,0737::SB13,,1202,976,3,1,153,244,111,201,95,57,61,36,10,1,0,0,7,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau BENNEMASTATE,0737::SB14,,714,493,1,0,114,86,45,79,49,30,52,21,5,10,0,0,1,0,0,1,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau DE SCHALMEI,0737::SB15,,1571,1047,1,0,148,294,139,138,108,82,43,58,15,5,0,1,14,0,0,1,1
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau NIEUW PERSPECTIEF,0737::SB16,,1553,1477,1,1,263,412,175,190,135,121,73,73,12,8,0,5,6,0,2,2,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau RYPTSJERK,0737::SB17,,613,505,0,0,113,108,52,73,45,45,33,19,4,7,0,3,2,1,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau DE VIERSPRONG,0737::SB18,,1817,1495,2,2,236,443,173,253,138,104,58,65,18,1,0,4,2,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau MUNEIN,0737::SB19,,528,406,0,0,88,92,59,45,45,25,16,21,7,2,0,5,1,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau OENTSJERK,0737::SB20,,1399,1172,0,1,286,295,107,175,82,82,74,58,6,3,0,1,2,0,0,1,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau ALDTSJERK,0737::SB21,,510,409,1,0,46,118,37,77,49,34,8,33,6,0,0,1,0,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau WYNS,0737::SB22,,163,137,0,0,26,23,14,23,14,17,2,14,3,1,0,0,0,0,0,0,0
Leeuwarden,Tytsjerksteradiel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau DIENSTENCENTRUM,0737::SB24,,1363,1016,0,5,269,244,111,111,105,50,63,37,12,1,0,1,7,0,1,4,0
