contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0556::SB1,,1442,1443,5,1,166,369,144,283,267,67,21,74,26,1,0,5,14,0,1,5,0
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Maasdelta Maassluis,0556::SB2,,1931,1300,2,1,139,183,124,312,329,48,45,83,23,4,0,7,2,0,0,1,0
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentemuseum,0556::SB3,,1549,1099,1,3,108,192,138,231,234,68,25,64,17,10,0,4,5,1,0,0,2
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Pr Christinaschool loc Startpunt,0556::SB4,,1478,1191,0,0,145,264,120,234,194,60,53,59,23,23,0,9,2,0,2,3,0
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Restaurant De Ridderhof,0556::SB5,,1475,1112,0,0,187,168,83,307,188,36,39,73,15,6,0,5,3,0,0,1,1
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dienstencentrum De Tweemaster,0556::SB6,,1455,946,3,6,156,210,72,185,149,48,47,50,18,4,0,5,2,0,0,0,0
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dienstencentrum De Vliet,0556::SB7,,1664,1295,0,1,203,250,135,229,238,59,65,65,22,10,1,8,7,0,0,1,2
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Montessorischool,0556::SB8,,1532,1180,1,4,144,313,131,172,272,51,25,37,13,12,0,4,3,0,1,1,1
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lentiz Kastanje College/Mavo Maassl,0556::SB9,,1566,1122,1,2,155,187,118,297,176,60,43,55,15,5,0,7,2,1,0,0,1
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dienstencentrum De Vloot,0556::SB10,,1556,1080,1,6,176,245,72,225,213,34,34,54,16,5,0,2,3,0,0,0,1
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Crea/Educ Centrum Klei en kleur,0556::SB11,,1719,1261,2,3,217,172,91,393,195,47,60,65,12,2,0,4,2,0,0,1,0
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gereformeerde Kerk Vrijgemaakt,0556::SB12,,1429,1121,1,0,177,175,82,291,198,42,48,67,11,17,0,7,3,0,2,0,1
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau OBS De Westhoek,0556::SB13,,1249,898,0,1,93,176,79,226,208,40,23,41,6,0,0,3,3,0,0,0,0
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kardinaal Alfrinkschool,0556::SB14,,936,622,0,1,40,230,50,111,129,24,5,26,4,1,0,1,0,0,0,0,1
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wethouder Smithal,0556::SB15,,1432,1177,0,1,129,150,100,396,226,38,31,63,27,2,0,9,3,0,1,0,2
Dordrecht,Maassluis,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verpleeghuis Driemaashave,0556::SB16,,1824,1417,2,0,172,197,123,417,275,67,39,82,21,6,0,13,3,0,0,0,2
