contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Regentenhof,0784::SB1,,1791,1159,3,2,200,228,142,176,224,74,8,78,19,0,0,10,0,0,0,0,0
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Boodschap,0784::SB2,,1676,1248,0,1,154,237,198,203,254,85,3,71,18,3,0,14,1,1,1,3,2
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Burg. van Mierloschool,0784::SB3,,1555,1105,2,2,167,206,138,208,223,75,5,59,7,0,0,14,3,0,0,0,0
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Brakken,0784::SB4,,1953,1623,1,2,228,281,269,322,276,94,8,111,24,0,0,5,4,0,0,1,0
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sint Jozefschool,0784::SB5,,2324,1650,0,1,186,330,242,337,291,99,22,95,18,2,1,13,4,0,1,4,5
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Politiebureau,0784::SB6,,2216,1778,1,4,206,314,203,485,307,101,16,113,15,1,0,9,5,0,0,0,3
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonstichting Leyakkers,0784::SB7,,816,580,0,1,57,99,65,139,160,17,3,31,2,0,0,6,0,0,0,0,1
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Schakel,0784::SB8,,1722,1504,1,0,389,252,150,285,215,62,10,105,19,0,0,10,2,0,0,4,1
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal Achter de Tuintjes,0784::SB9,,1928,1501,0,1,332,206,183,366,233,56,3,95,12,1,0,12,0,0,0,2,0
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Voormalig winkelpand van Zon,0784::SB10,,2037,1285,0,0,177,249,188,234,245,75,3,71,11,0,1,19,4,1,2,3,2
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Rietakker,0784::SB11,,1051,786,0,2,240,92,52,180,138,34,2,30,6,2,0,5,2,2,0,1,0
Tilburg,Gilze en Rijen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau The Chump,0784::SB12,,255,203,0,1,61,19,14,53,37,7,0,10,0,0,0,2,0,0,0,0,0
