contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Gramsbergen,0160::SB14,,1592,1329,0,2,407,251,93,210,138,49,126,29,9,11,0,2,2,0,0,1,1
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum 't Welgelegen,0160::SB15,,1148,893,0,1,278,219,77,139,64,28,55,21,1,4,0,1,2,0,0,1,3
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Krim,0160::SB16,,1549,1170,1,3,278,232,120,133,218,31,92,29,11,6,1,19,0,0,0,0,0
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Oude basisschool  Ane,0160::SB17,,602,493,0,0,217,35,39,101,39,7,26,20,2,5,0,1,1,0,0,0,0
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Haarschut  Kloosterhaar,0160::SB18,,1149,851,1,2,144,206,103,142,176,23,29,14,4,2,0,6,2,0,0,0,0
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Uilenest,0160::SB19,,1127,892,2,0,239,179,55,117,89,23,143,30,4,8,0,3,1,0,0,0,1
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ver.gebouw  de Esch,0160::SB20,,1349,1089,3,1,342,118,53,79,88,31,315,32,5,22,0,1,2,0,0,0,1
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Clara Feyoena Heem,0160::SB21,,1602,1433,5,2,276,215,72,142,116,43,451,38,14,61,0,4,0,0,0,1,0
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Brede School ""De Matrix",0160::SB22,,1915,1616,1,1,348,216,99,337,155,46,325,55,12,15,0,5,1,0,0,0,2
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Heugte  Radewijk,0160::SB23,,492,399,0,0,156,68,25,79,26,11,12,15,4,0,1,2,0,0,0,0,0
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Horst  Sibculo,0160::SB24,,1105,740,2,1,278,121,47,108,89,18,44,15,6,7,1,3,0,0,0,2,1
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau In Den Gevulde Pot,0160::SB25,,957,711,0,2,203,113,78,112,146,23,8,15,3,0,0,9,0,0,0,0,1
Zwolle,Hardenberg,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ons Trefpunt   Schuinesloot,0160::SB28,,774,603,0,1,190,67,48,100,101,17,30,24,6,9,0,6,2,0,0,3,0
