contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Raadhuis,0394::SB1,,1137,1289,2,3,156,234,72,404,157,88,22,125,15,1,0,10,0,0,3,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum De Nieuwe Silo,0394::SB2,,1102,434,0,0,35,134,36,81,66,26,10,27,7,3,0,7,1,0,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kruiskerk,0394::SB3,,1291,972,1,1,117,191,76,242,171,60,26,62,11,10,2,2,0,1,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verz.huis Eijkenhove,0394::SB4,,1199,1015,2,2,109,168,90,292,168,64,39,52,20,4,0,3,5,0,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verz.huis de Meerstede,0394::SB5,,1162,882,0,1,162,150,46,226,137,44,22,69,10,4,0,6,5,0,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Huurders Haarl'meer,0394::SB6,,1334,1038,0,0,132,173,81,306,167,59,18,72,5,12,0,7,4,0,1,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verz.huis Horizon,0394::SB7,,770,678,0,1,166,89,28,157,84,30,31,49,7,29,0,6,2,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School de Flamingo,0394::SB8,,1161,901,0,0,81,206,79,202,130,70,24,82,13,2,2,5,1,1,1,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum de Boerderij,0394::SB9,,1414,1186,2,2,144,252,102,301,172,84,19,79,12,11,0,6,1,1,1,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 1e Montessorischool,0394::SB10,,1322,1107,1,1,105,193,71,350,158,82,15,98,21,1,0,6,2,1,2,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verpleeghuis Bornholm,0394::SB11,,1864,1473,1,1,114,237,95,497,247,90,34,125,15,3,0,8,4,0,2,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Vesterhavet,0394::SB12,,1472,1121,0,2,85,206,103,317,156,80,34,108,18,3,1,8,1,0,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum 't Kattegat,0394::SB13,,1624,1311,5,3,101,287,105,326,221,86,41,96,30,0,1,7,4,3,2,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau IJwegschool,0394::SB14,,1467,1159,0,1,95,197,87,378,151,84,27,98,15,11,0,10,6,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkcentrum de Ark,0394::SB15,,1583,1406,1,2,110,308,163,253,303,100,31,101,16,1,0,11,3,0,1,5
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sociaal Cult. Cent. de Boskern,0394::SB16,,1602,1012,2,3,93,230,101,204,184,78,14,75,18,2,0,10,2,0,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School de Bosbouwers,0394::SB17,,1687,1118,2,9,84,211,128,237,236,88,24,76,5,4,2,11,4,0,3,5
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Leri Crystal,0394::SB18,,1783,1201,0,4,82,198,114,350,216,76,22,103,18,2,0,13,5,1,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Tovercirkel,0394::SB19,,1598,1078,0,2,84,199,102,293,179,78,22,87,10,6,1,10,4,0,2,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Soc.cult. de Veste,0394::SB20,,1718,1490,1,2,117,244,107,527,221,79,24,127,18,7,2,13,1,0,0,3
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Herbert Vissers College,0394::SB21,,1371,1135,0,7,179,154,80,353,173,50,19,91,14,13,0,6,2,0,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Joh. Weststeijnschool,0394::SB22,,1373,1056,1,1,163,128,72,313,166,44,66,73,12,9,0,7,3,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Trefpunt,0394::SB23,,1174,925,0,2,166,97,57,288,173,28,43,38,12,6,2,11,2,0,1,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Rehobothschool,0394::SB24,,1455,1083,1,4,232,154,94,246,166,36,57,62,16,8,0,10,2,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verz.centr. Westerkim,0394::SB25,,1461,1268,0,2,273,200,72,324,146,40,72,91,15,16,1,8,7,0,0,3
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openbare basisschool Het Palet,0394::SB26,,1532,935,0,2,75,162,101,264,156,54,15,78,11,1,0,11,3,0,1,3
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School de Polderrakkers,0394::SB27,,1512,1369,0,2,157,203,98,401,232,79,38,108,27,4,0,14,5,0,1,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Het Praatpunt,0394::SB28,,773,601,1,1,85,47,68,169,140,15,20,26,6,19,0,4,0,0,0,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Ontmoeting,0394::SB29,,348,302,2,1,79,13,10,116,46,8,4,16,2,4,0,3,1,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubhuis vv Kagia,0394::SB30,,1543,1181,0,2,139,109,88,379,205,53,40,70,17,63,2,8,5,0,1,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis de Meerkoet,0394::SB31,,1201,995,1,2,120,105,80,295,209,48,23,43,11,51,0,4,4,0,2,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis het Eiland,0394::SB32,,764,614,1,1,58,64,49,215,140,23,4,33,16,4,0,4,1,1,2,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis de Oase,0394::SB33,,1344,1086,0,0,153,93,48,415,194,66,21,58,15,15,0,7,1,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis 't Oude Fort,0394::SB34,,516,459,0,0,66,43,20,173,79,22,5,35,10,0,1,3,0,0,0,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cruquiushoeve,0394::SB35,,314,132,0,1,21,25,14,26,19,11,6,3,3,3,0,1,0,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubhuis sportver. D.S.O.V.,0394::SB36,,1069,787,0,2,100,103,40,269,110,57,9,69,13,4,0,7,2,0,2,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Veren.gebouw de Luifel,0394::SB37,,1192,942,0,0,135,86,56,273,191,56,11,84,18,17,0,6,3,5,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Aldoende,0394::SB38,,1100,839,0,2,63,139,61,230,228,38,11,51,8,0,0,10,0,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau R.K.B.S. de Meerbrug,0394::SB39,,955,677,0,1,53,104,56,174,197,38,12,26,4,2,0,6,1,0,0,4
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verz.huis Eigen Haard,0394::SB40,,1418,1059,1,3,148,143,75,315,241,40,18,46,15,2,2,12,2,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cult. centr. De Olm,0394::SB41,,1341,1157,1,0,141,157,83,315,322,50,11,51,8,1,0,14,3,0,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubhuis v.v. Zwanenburg,0394::SB42,,1126,835,0,0,81,101,53,261,248,29,5,43,9,0,0,3,1,0,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis de Vluchthaven,0394::SB43,,742,532,1,0,72,37,25,184,142,20,2,29,10,1,0,7,2,0,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Schuilhoeve,0394::SB44,,1330,1107,4,0,138,204,58,371,205,38,10,55,15,0,0,7,0,4,0,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verz.huis Meerwende,0394::SB45,,992,864,1,0,159,97,18,420,73,15,9,59,9,2,0,3,0,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Pastorie RK kerk,0394::SB46,,1181,878,4,0,80,130,33,328,129,54,12,89,7,2,0,7,2,0,3,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Het Dorpshuis,0394::SB47,,1356,1068,0,3,116,155,52,386,200,52,10,72,12,0,0,11,2,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Karavanserai,0394::SB48,,1404,1237,0,1,106,160,49,534,125,72,6,154,18,0,0,1,8,0,1,3
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Tyndale Seminary,0394::SB49,,1185,895,0,3,94,136,49,285,193,31,7,71,16,2,0,8,3,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Rehoboth,0394::SB50,,320,253,0,2,29,28,8,102,45,17,2,11,6,0,0,4,0,0,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis Het Dijkhuis,0394::SB51,,530,396,0,0,60,39,14,153,62,11,13,20,13,2,0,6,0,0,1,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Luchthaven Schiphol (Plaza),0394::SB52,,0,489,0,1,37,80,20,164,52,42,7,69,10,1,0,0,1,2,1,3
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Zevensprong,0394::SB53,,1595,1195,0,2,200,142,82,400,188,39,45,52,14,9,0,14,7,1,1,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis de Reede,0394::SB54,,1583,1293,0,1,198,172,67,427,219,51,49,62,20,4,0,11,11,1,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Marijke,0394::SB55,,442,368,0,0,96,16,17,130,62,7,15,11,3,2,0,6,2,0,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis de Kern,0394::SB56,,432,339,0,0,81,26,21,106,50,13,14,19,2,0,0,5,1,0,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kath. Scholengemeenschap,0394::SB57,,1723,1128,1,1,102,218,111,316,203,50,25,69,19,1,0,8,1,0,1,4
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School het Kompas,0394::SB58,,1709,1323,0,3,135,243,103,377,189,79,41,121,17,2,0,5,3,1,4,3
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Soc.cult. Amazone,0394::SB59,,1456,855,0,1,72,163,88,235,122,60,22,63,19,2,0,7,0,0,1,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Soc.cult. Amazone,0394::SB60,,1597,1325,2,2,140,260,72,409,212,64,25,107,13,4,0,15,2,0,1,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkelijk centrum De Lichtkring,0394::SB61,,1450,1368,0,5,156,242,98,414,215,78,26,105,18,2,0,9,4,1,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonvoorziening Getsewoud,0394::SB62,,1723,1396,0,1,128,191,77,545,206,74,20,120,17,5,1,4,6,0,1,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openbare Bibliotheek,0394::SB63,,1241,864,4,0,87,174,48,225,142,63,17,82,13,1,1,9,1,0,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Schoollokalen,0394::SB64,,1879,848,0,0,61,174,58,257,132,40,23,83,15,0,0,4,1,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gymzaal bij scholen,0394::SB65,,1891,1275,2,1,126,150,61,500,195,55,29,114,15,9,0,12,5,0,2,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gymzaal bij scholen,0394::SB66,,1979,1445,0,3,161,152,77,606,180,72,34,121,26,2,2,4,1,2,4,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gymzaal bij scholen,0394::SB67,,1906,1429,1,3,138,190,80,572,191,63,31,114,24,7,0,9,7,0,0,3
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openbare Bibliotheek,0394::SB68,,1400,1194,0,10,92,218,57,443,164,63,23,106,16,1,1,6,1,0,3,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau KDV Het Kootertje,0394::SB69,,1769,1213,2,6,94,179,70,469,191,57,26,91,14,7,0,7,5,0,0,3
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openbare Bibliotheek,0394::SB70,,1389,932,1,0,104,131,43,354,136,43,21,79,9,3,0,7,2,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Braambos,0394::SB71,,1669,1602,1,6,113,330,112,532,221,81,34,140,20,1,1,13,2,1,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School de Optimist,0394::SB72,,1859,1503,4,2,93,270,90,607,190,64,20,134,23,0,4,5,1,1,0,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Merlijn,0394::SB73,,1488,1360,0,2,123,194,85,555,187,60,32,95,9,10,0,4,3,0,3,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Floriande,0394::SB74,,1836,1557,3,7,139,237,121,566,228,82,19,126,26,0,0,12,1,0,0,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Servicecentrum, Sloterweg 22",0394::SB76,,1259,951,2,1,93,156,26,339,168,48,1,87,18,0,0,8,2,0,1,4
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum De Nieuwe Silo,0394::SB77,,1105,1069,2,6,74,275,105,246,168,51,28,87,17,5,0,8,2,0,1,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau DSOV,0394::SB78,,1026,912,2,1,94,142,63,333,113,50,9,81,12,3,0,8,3,0,1,0
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dukdalf,0394::SB79,,1178,612,0,1,77,70,36,250,69,27,12,57,6,0,0,3,2,0,2,1
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Soc.cult. Amazone,0394::SB80,,1358,893,1,0,89,174,88,212,149,64,15,68,16,4,0,4,5,0,3,2
Haarlem,Haarlemmermeer,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Bibliotheek, B de Coubertinln 4",0394::SB81,,1339,832,0,3,70,159,57,284,139,42,16,52,8,0,0,2,3,0,0,0
