contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Oldenhove (1),0377::SB1,,1503,1267,2,0,142,212,45,481,67,97,10,193,15,0,1,1,2,0,0,1
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Voormalige MAVO Guido de Bres (2),0377::SB2,,760,613,0,0,64,122,27,185,56,63,6,64,15,4,0,2,2,1,0,2
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Wildhoef (3),0377::SB3,,1613,1252,0,4,125,252,47,395,93,91,22,180,35,1,0,2,7,0,1,1
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonzorgcentrum De Rijp (4),0377::SB4,,1742,1498,1,3,187,243,38,581,75,108,12,218,26,0,0,2,4,1,0,3
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bloemendaalse Schoolvereniging (5),0377::SB5,,510,541,0,1,28,36,19,320,15,26,3,74,13,2,0,0,0,4,1,0
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Tinholt (6),0377::SB6,,1373,1211,2,0,88,233,24,440,49,128,12,208,20,2,0,3,3,0,0,1
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Vondelschool (7),0377::SB7,,1141,1032,0,0,92,110,30,541,60,43,7,134,11,0,0,1,0,1,0,2
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerk Religieuze Kring (8),0377::SB8,,1071,916,2,3,68,82,20,530,33,36,9,124,11,0,0,0,2,0,0,1
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Adventskerk (9),0377::SB9,,957,890,0,0,154,39,8,503,35,25,4,105,4,2,1,1,7,0,2,0
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Voghelsanck (10),0377::SB10,,803,658,1,1,143,87,29,190,79,36,19,57,9,1,0,6,1,0,0,1
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Vogelenzang (11),0377::SB11,,913,737,1,0,84,115,82,203,110,58,8,62,10,2,1,1,1,0,0,0
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Voormalig gemeentehuis Bennebroek (12),0377::SB12,,949,887,0,5,97,90,22,450,58,47,6,95,10,1,0,1,6,3,1,0
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Trefpunt (13),0377::SB13,,1153,887,0,0,148,145,43,296,71,50,16,91,18,3,0,3,2,0,1,0
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Jagershuis (14),0377::SB14,,912,685,0,3,119,126,39,189,83,47,6,52,14,0,0,9,1,0,0,0
Haarlem,Bloemendaal,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Huize Meerleven (15),0377::SB15,,1020,848,0,0,156,143,59,224,70,68,8,90,11,2,0,4,6,0,2,5
