contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentehuis,0642::SB1,,1809,1176,3,2,0,0,0,1029,156,4,0,4,0,0,1185,62,116,55,146,34,153,231,72,42,60,1,20,1,169,1,13
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau NS Station Zwijndrecht,0642::SB2,,0,713,1,3,0,0,0,644,75,0,0,2,0,0,719,48,75,41,91,31,96,85,69,24,28,2,8,2,101,3,9
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verenigingsgebouw 'P.V. Steeds Sneller',0642::SB3,,2048,529,5,2,0,0,0,464,72,0,0,0,0,0,536,18,72,34,81,9,65,73,18,12,36,1,0,0,105,0,5
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kinderdagcentrum 'Ons Blije Honck',0642::SB4,,1520,747,1,0,0,2,2,655,93,0,0,2,0,0,750,34,81,22,118,12,120,143,54,22,36,2,1,0,94,3,5
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Winkelcentrum Walburg,0642::SB5,,4853,1446,4,5,0,0,1,1311,143,0,0,0,0,0,1455,82,178,50,219,48,232,189,77,53,74,9,9,7,200,0,19
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Capital Sports 'Rob Sterkenzaal',0642::SB6,,2237,961,1,1,0,0,0,853,109,0,1,0,0,0,962,50,127,18,122,20,152,258,21,7,50,2,12,0,115,0,7
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkaccommodatie Xiejezo,0642::SB7,,2669,755,0,0,0,0,0,685,71,1,0,1,0,0,756,24,71,57,64,29,104,152,33,24,30,0,74,0,81,2,10
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkaccommodatie Hart van Meerdervoort,0642::SB8,,1672,637,0,3,0,0,0,572,68,0,0,0,0,0,640,26,60,44,37,32,112,97,27,25,41,4,34,4,86,1,7
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkaccommodatie Kubiek,0642::SB9,,3579,967,0,1,0,0,0,862,104,0,2,0,0,0,966,41,113,55,96,48,154,124,50,35,53,3,10,0,171,4,10
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkaccommodatie 't Klankbord,0642::SB10,,3596,1716,1,0,0,0,5,1518,194,0,0,0,0,0,1717,93,201,51,331,47,256,193,90,65,101,0,6,1,251,4,26
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Activiteitencentrum De Nedenrburgh / Cannenburgh,0642::SB11,,3437,877,2,2,1,0,0,796,84,0,1,0,0,0,880,46,94,39,134,24,176,110,51,25,46,1,5,1,112,4,9
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sporthal ''Den Dam'',0642::SB12,,3064,1171,2,1,0,0,4,1028,141,0,1,0,1,0,1173,60,154,27,247,33,207,95,83,40,34,2,1,1,171,1,15
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sportcomplex ''De Hoge Devel'',0642::SB13,,1475,647,2,1,0,3,0,568,79,0,3,0,0,0,647,39,69,42,82,21,96,77,40,26,37,0,8,1,94,1,14
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Nebo,0642::SB14,,1117,131,0,0,0,0,0,113,16,0,2,0,2,0,129,2,1,0,2,0,7,115,0,1,3,0,0,0,0,0,0
,Zwijndrecht,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Swinhove / Ambachstaete,0642::SB15,,1480,93,0,1,0,0,1,90,3,0,0,0,0,0,94,6,17,8,8,3,13,11,5,3,11,0,0,0,6,0,2
