contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Oostdam,1924::SB1,,1811,881,1,2,0,0,4,759,121,0,0,0,0,0,884,38,95,12,146,27,105,273,34,20,22,1,0,1,95,1,11
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpstienden,1924::SB2,,1474,1115,3,6,0,2,77,892,157,0,0,2,0,0,1126,30,137,25,200,13,100,401,37,19,40,0,1,0,101,0,11
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Eben Haëzer,1924::SB3,,1877,843,1,1,0,0,10,710,125,0,0,0,0,0,845,6,75,17,61,8,56,472,20,10,20,2,0,1,86,2,7
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Vliedberg,1924::SB4,,1412,648,0,0,0,0,4,568,76,0,0,0,0,0,648,8,73,17,64,13,41,293,6,11,28,4,0,0,88,1,1
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Rank,1924::SB5,,1480,559,0,0,0,0,4,470,85,0,0,0,0,0,559,12,59,23,59,18,58,167,20,25,25,1,0,0,88,0,4
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau 't Haegse Huus,1924::SB6,,1274,581,0,0,0,0,4,517,60,0,0,0,0,0,581,8,70,42,52,22,94,162,9,12,25,2,0,0,75,1,7
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Schakel,1924::SB7,,2089,1067,2,3,0,0,3,912,157,0,0,0,0,0,1072,15,115,42,119,19,102,409,22,26,33,0,1,1,159,0,4
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Geldershof,1924::SB9,,2299,1008,1,3,0,0,1,819,192,0,0,0,0,0,1012,8,133,34,105,21,82,445,16,15,25,9,0,1,110,1,3
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Ons Huis,1924::SB10,,970,450,1,0,0,0,6,388,57,0,0,0,0,0,451,11,34,25,57,6,57,159,8,14,14,0,0,1,59,0,5
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Melishof,1924::SB11,,1657,742,3,4,0,1,1,656,91,0,1,0,0,0,748,11,79,41,108,25,81,201,19,29,30,1,0,0,113,1,3
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Sjem,1924::SB12,,1271,423,0,0,0,0,0,343,80,0,0,0,0,0,423,23,44,10,64,8,56,125,19,11,13,0,0,0,45,2,3
,Goeree-Overflakkee,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Wijkcentrum,1924::SB13,,1322,788,0,3,0,2,2,698,89,0,2,0,0,0,789,10,81,38,63,24,120,276,32,12,22,2,0,0,104,0,4
