contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Zandvoorts Museum,0473::SB1,2042 KA,1278,659,1,7,0,1,7,589,72,0,0,1,0,0,668,34,36,30,138,18,117,4,42,47,27,0,0,2,144,3,17
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Strandhotel Centerparcs,0473::SB2,2041 JB,1277,385,0,0,0,0,14,338,33,0,0,0,0,0,385,17,25,27,70,11,62,7,31,17,14,0,0,0,94,0,10
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Oranje Nassauschool,0473::SB3,2042 CH,1408,745,1,2,0,2,4,657,89,0,0,2,0,0,750,52,54,30,205,13,119,4,57,47,17,3,1,1,117,2,23
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Stembureau Brede-School ""De Blauwe Tram""",0473::SB4,2042 VD,1566,454,2,2,0,0,4,401,53,0,0,0,0,0,458,31,38,31,101,12,78,4,22,20,20,0,0,0,75,0,22
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Rode Kruisgebouw,0473::SB5,2041 NN,1573,529,3,3,0,0,0,463,72,0,0,0,0,0,535,19,36,47,95,23,106,6,24,23,26,0,0,2,119,0,3
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Stembureau Brede-school ""De Blauwe Tram""",0473::SB6,2042 VD,1108,489,0,0,0,2,1,424,62,0,2,0,0,0,487,26,42,20,132,8,89,5,30,13,22,0,0,0,95,0,7
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Stichting Pluspunt Zandvoort (A),0473::SB7,2041 VW,2210,410,0,2,0,0,0,372,40,0,0,0,0,0,412,11,35,31,44,13,77,7,20,25,22,2,7,0,103,1,12
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Wooncentrum Kostverloren,0473::SB8,2042PZ,935,311,0,0,0,0,0,277,34,0,0,0,0,0,311,15,20,19,83,10,45,1,34,15,10,1,0,0,51,0,7
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Nieuw-Unicum,0473::SB9,2042 XK,173,102,1,1,0,0,0,99,5,0,0,0,0,0,104,8,8,4,18,9,19,7,11,6,3,0,0,1,8,0,0
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Woonzorgcentrum  A.G.Bodaan,0473::SB10,2116 TR,799,506,0,2,0,0,1,433,74,0,0,0,0,0,508,48,24,13,206,3,82,9,21,16,9,0,0,0,56,0,19
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Stichting Pluspunt Zandvoort (B),0473::SB11,2041 VP,0,395,1,2,0,0,0,371,27,0,0,0,0,0,398,18,22,34,43,21,73,3,18,21,32,2,5,1,101,0,1
,Zandvoort,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Station NS,0473::SB12,2041 AB,1103,810,0,2,0,0,2,710,100,0,0,0,0,0,812,67,34,50,162,17,130,11,68,44,30,0,3,1,181,0,12
