contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Ned. Herv. Weeshuis,0852::SB1,1141 BN,1566,873,2,1,0,3,2,781,96,0,0,3,0,0,879,64,88,27,137,23,221,10,104,66,28,0,1,1,82,2,19
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau zorgcentra Evean Swaensborch,0852::SB2,1141 VZ,1461,602,0,0,0,0,4,528,70,0,0,0,0,0,602,27,101,19,94,19,129,4,45,22,26,4,3,0,103,2,4
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau openbare basisschool De Fuut,0852::SB3,1141 JL,949,500,2,0,0,0,0,441,61,0,0,0,0,0,502,33,41,14,77,15,140,11,50,20,24,0,0,0,63,2,10
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeentehuis,0852::SB4,1141 GV,1341,577,0,2,0,0,2,515,61,0,1,0,1,0,578,31,62,29,60,26,122,13,58,22,21,2,1,1,121,2,6
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau soc.cul.centrum De Bolder,0852::SB5,1141 VC,1168,634,0,1,0,0,0,571,64,0,0,0,0,0,635,50,55,27,95,15,173,8,77,29,21,0,0,1,74,0,9
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Karmac Bibliotheek,0852::SB6,1141 SE,1270,697,1,1,0,0,1,604,94,0,0,0,0,0,699,32,60,20,115,19,165,8,51,40,44,2,0,0,129,3,9
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Het Hart van Katwoude,0852::SB7,1145 PN,234,130,0,0,0,0,0,102,28,0,0,0,0,0,130,4,33,5,21,4,20,1,15,2,3,0,0,0,19,0,3
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Dorpshuis Het Trefpunt,0852::SB8,1156 BM,1466,751,0,2,0,0,3,659,92,1,0,1,0,0,754,22,230,25,86,8,163,30,40,19,20,1,0,1,94,1,11
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Karmac bibliotheek,0852::SB9,1151 AK,909,574,2,1,0,0,2,489,86,0,0,0,0,0,577,63,38,8,107,15,157,1,97,28,17,0,0,1,25,0,17
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau wijksteunpunt Broek in Waterland,0852::SB10,1151 CD,1143,670,1,0,0,2,0,592,81,0,0,2,0,0,673,45,42,13,113,15,171,15,99,35,21,2,0,2,71,2,24
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau obs De Overhaal,0852::SB11,1153 PD,343,233,0,2,0,0,0,201,34,0,0,0,0,0,235,21,28,3,38,0,40,7,44,20,2,0,0,2,17,0,11
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Dorpshuis Ilpendam,0852::SB12,1452 PR,1414,798,2,1,0,0,1,729,71,0,0,0,0,0,801,53,123,28,132,18,156,11,100,29,23,1,0,0,101,1,22
,Waterland,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Dorpshuis De Nieuwe Boet,0852::SB13,1454 AM,402,195,0,0,0,0,3,155,37,0,0,0,0,0,195,13,20,8,35,1,29,2,42,16,3,0,0,0,17,3,6
