contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Kavels en Panden,0200::SB1,7311 LJ,1392,596,1,1,0,0,4,553,41,0,0,0,0,0,598,44,44,18,104,19,106,30,90,31,18,0,7,0,62,3,20
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Kadaster,0200::SB2,7311 KZ,1269,671,1,1,0,0,5,622,46,0,0,0,0,0,673,54,40,28,101,33,132,53,72,39,29,1,6,0,66,5,12
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau De Oude Enk,0200::SB3,7311 CL,1246,704,1,3,0,1,1,652,56,0,0,1,0,0,709,47,67,21,96,28,149,40,72,42,36,0,9,1,78,1,17
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Stationsrestauratie,0200::SB5,7311 NZ,1365,877,1,1,0,0,6,795,78,0,0,0,0,0,879,86,89,25,134,20,177,57,108,45,29,1,18,2,63,1,22
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Goede Herderkerk,0200::SB6,7312 CS,2091,1332,4,2,0,9,6,1188,153,0,0,9,0,0,1347,110,131,41,196,35,292,117,146,77,45,1,5,2,108,0,26
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Stembureau Zorggroep Apeldoorn, loc. Mandala",0200::SB9,7312 TV,1036,571,2,0,0,0,2,513,58,0,0,0,0,0,573,37,55,16,101,18,122,39,74,34,31,0,3,0,29,1,11
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Wijkcentrum Orca,0200::SB10,7312 JJ,3551,1010,1,6,0,0,2,918,97,0,0,0,0,0,1017,63,57,42,91,39,191,68,111,44,53,0,114,4,118,3,12
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau PCBO-school De Wegwijzer,0200::SB11,7312 JR,1326,522,0,0,0,0,0,468,54,0,0,0,0,0,522,39,44,13,113,18,91,40,64,18,11,1,18,0,39,1,12
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau School Berg en Bos,0200::SB12,7313 EJ,1342,1039,0,1,0,1,8,891,142,0,0,1,0,0,1041,103,91,11,426,3,126,51,42,32,20,0,0,1,104,1,28
,Apeldoorn,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Adventkerk Apeldoorn,0200::SB13,7314 KR,2094,1028,1,2,0,0,1,922,108,0,0,0,0,0,1031,92,128,18,224,20,183,60,126,44,19,1,0,3,92,2,16
