contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Het Klavier,0809::SB1,5171 CV,1849,640,0,0,0,0,5,563,72,0,0,0,0,0,640,29,80,50,98,29,125,3,60,16,45,1,3,1,93,0,7
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gezondheidscentrum Rozet,0809::SB2,5171 KX,1560,670,1,0,0,0,0,589,82,0,0,0,0,0,671,39,103,32,152,9,119,4,44,20,32,0,0,0,93,1,22
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gildenbond,0809::SB3,5171 JM,1744,490,0,0,0,0,2,425,63,0,0,0,0,0,490,25,66,25,72,23,93,4,44,18,28,0,1,0,81,3,7
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Park Vossenberg,0809::SB4,5171 DA,1426,386,0,0,0,0,0,330,56,0,0,0,0,0,386,19,55,38,86,16,59,26,18,9,16,1,4,0,35,1,3
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Park Vossenberg,0809::SB5,5171 DA,1346,327,4,1,0,0,1,285,46,0,0,0,0,0,332,22,55,25,48,16,48,15,14,11,16,0,1,0,50,0,6
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurthuis Pannehoef,0809::SB6,5171 ZC,1531,481,0,1,0,0,0,424,58,0,0,0,0,0,482,24,76,40,39,40,90,4,30,13,41,0,4,0,74,0,6
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Touwladder,0809::SB7,5171 WS,1654,579,0,1,0,0,2,508,69,0,1,0,1,0,579,32,88,23,95,31,105,11,40,15,34,0,4,1,87,2,11
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Crossroads,0809::SB8,5172 EA,1872,651,2,1,0,0,1,580,73,0,0,0,0,0,654,38,88,42,133,25,125,7,56,20,42,0,0,0,67,2,6
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Venloene,0809::SB9,5175 CX,1641,705,0,1,0,0,4,624,78,0,0,0,0,0,706,50,163,37,100,21,136,6,47,28,43,0,1,1,59,1,12
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Wetering,0809::SB10,5175 BZ,1607,744,1,4,0,0,0,668,81,0,0,0,0,0,749,66,102,17,164,26,165,12,59,27,36,0,0,0,61,0,9
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Residentie Molenwijck,0809::SB11,5175 WB,1655,716,2,2,0,0,0,648,72,0,0,0,0,0,720,65,102,24,177,13,154,10,55,23,28,0,0,0,55,0,10
,Loon op Zand,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau 't Maoske,0809::SB12,5176 NJ,455,203,0,0,0,0,0,176,27,0,0,0,0,0,203,19,74,8,36,4,29,3,8,7,4,0,1,0,10,0,0
